id,city,country,job_title,primary_skills,secondary_skills,experience_lower,experience_upper,all_skills,skill_metadata,location,job_text
5869,,ireland,associate,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",ireland,job posting job title: associate location: ireland primary skills: hp ux secondary skills: experience: 0 - 0 years
5845,,panama,manager,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",panama,job posting job title: manager location: panama primary skills: hp ux secondary skills: experience: 0 - 0 years
5272,,japan,senior erp specialist,"javascript, react.js, java",,0,0,"javascript, react.js, java","{""javascript"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",japan,"job posting job title: senior erp specialist location: japan primary skills: javascript, react.js, java secondary skills: experience: 0 - 0 years"
5747,,united states,associate,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",united states,job posting job title: associate location: united states primary skills: hp ux secondary skills: experience: 0 - 0 years
5803,,chile,sr. management consultant i,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",chile,job posting job title: sr. management consultant i location: chile primary skills: hp ux secondary skills: experience: 0 - 0 years
5805,,panama,sr. management consultant i,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",panama,job posting job title: sr. management consultant i location: panama primary skills: hp ux secondary skills: experience: 0 - 0 years
5693,,united states,erp specialist,"microservices, vue js, java",,0,0,"microservices, vue js, java","{""microservices"": {""category"": ""primary""}, ""vue js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",united states,"job posting job title: erp specialist location: united states primary skills: microservices, vue js, java secondary skills: experience: 0 - 0 years"
5791,buenos aires,argentina,analyst,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}","buenos aires, argentina","job posting job title: analyst location: buenos aires, argentina primary skills: hp ux secondary skills: experience: 0 - 0 years"
5765,,mexico,regional sales director,functional automation,,0,0,functional automation,"{""functional automation"": {""category"": ""primary""}}",mexico,job posting job title: regional sales director location: mexico primary skills: functional automation secondary skills: experience: 0 - 0 years
5795,,colombia,business development manager,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",colombia,job posting job title: business development manager location: colombia primary skills: hp ux secondary skills: experience: 0 - 0 years
5547,jakarta,indonesia,senior technical lead,"microservices, react.js, java",,0,0,"microservices, react.js, java","{""microservices"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","jakarta, indonesia","job posting job title: senior technical lead location: jakarta, indonesia primary skills: microservices, react.js, java secondary skills: experience: 0 - 0 years"
5444,,south africa,senior erp specialist,"microservices, react.js, java",,0,0,"microservices, react.js, java","{""microservices"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",south africa,"job posting job title: senior erp specialist location: south africa primary skills: microservices, react.js, java secondary skills: experience: 0 - 0 years"
5296,,india,analyst,"functional automation, generative models",,0,0,"functional automation, generative models","{""functional automation"": {""category"": ""primary""}, ""generative models"": {""category"": ""primary""}}",india,"job posting job title: analyst location: india primary skills: functional automation, generative models secondary skills: experience: 0 - 0 years"
5826,,india,software engineer,,,0,0,,{},india,job posting job title: software engineer location: india primary skills: secondary skills: experience: 0 - 0 years
5724,,india,lead consultant,"microservices, react.js, java",,0,0,"microservices, react.js, java","{""microservices"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",india,"job posting job title: lead consultant location: india primary skills: microservices, react.js, java secondary skills: experience: 0 - 0 years"
5725,,india,lead consultant,"microservices, react.js, java",,0,0,"microservices, react.js, java","{""microservices"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",india,"job posting job title: lead consultant location: india primary skills: microservices, react.js, java secondary skills: experience: 0 - 0 years"
5672,,germany,senior technical lead,"c#, angular, .net",,0,0,"c#, angular, .net","{""c#"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}, "".net"": {""category"": ""primary""}}",germany,"job posting job title: senior technical lead location: germany primary skills: c#, angular, .net secondary skills: experience: 0 - 0 years"
5160,,india,chief architect,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",india,job posting job title: chief architect location: india primary skills: hp ux secondary skills: experience: 0 - 0 years
5739,,romania,analyst,"microservices, vue js, java",,0,0,"microservices, vue js, java","{""microservices"": {""category"": ""primary""}, ""vue js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",romania,"job posting job title: analyst location: romania primary skills: microservices, vue js, java secondary skills: experience: 0 - 0 years"
5423,,india,technical specialist,"html, java, spring mvc",,0,0,"html, java, spring mvc","{""html"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""spring mvc"": {""category"": ""primary""}}",india,"job posting job title: technical specialist location: india primary skills: html, java, spring mvc secondary skills: experience: 0 - 0 years"
5337,,oman,senior erp specialist,"javascript, react.js, java",,0,0,"javascript, react.js, java","{""javascript"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",oman,"job posting job title: senior erp specialist location: oman primary skills: javascript, react.js, java secondary skills: experience: 0 - 0 years"
5375,,poland,analyst,"microservices, vue js, java",,0,0,"microservices, vue js, java","{""microservices"": {""category"": ""primary""}, ""vue js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",poland,"job posting job title: analyst location: poland primary skills: microservices, vue js, java secondary skills: experience: 0 - 0 years"
5685,,india,analyst,"ios, android, java",,0,0,"ios, android, java","{""ios"": {""category"": ""primary""}, ""android"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",india,"job posting job title: analyst location: india primary skills: ios, android, java secondary skills: experience: 0 - 0 years"
5683,,india,senior project lead,"html, javascript, react.js",,0,0,"html, javascript, react.js","{""html"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}}",india,"job posting job title: senior project lead location: india primary skills: html, javascript, react.js secondary skills: experience: 0 - 0 years"
31983,,india,,sap abap on hana,,0,0,sap abap on hana,"{""sap abap on hana"": {""category"": ""primary""}}",india,job posting job title: location: india primary skills: sap abap on hana secondary skills: experience: 0 - 0 years
DEMO__5747,,united states,analyst,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",united states,job posting job title: analyst location: united states primary skills: hp ux secondary skills: experience: 0 - 0 years
9004,,india,,organizational change management (ocm),,0,0,organizational change management (ocm),"{""organizational change management (ocm)"": {""category"": ""primary""}}",india,job posting job title: location: india primary skills: organizational change management (ocm) secondary skills: experience: 0 - 0 years
48666,hfnoi,india,software developer,"react.js, microservices, java",,0,0,"react.js, microservices, java","{""react.js"": {""category"": ""primary""}, ""microservices"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","hfnoi, india","job posting job title: software developer location: hfnoi, india primary skills: react.js, microservices, java secondary skills: experience: 0 - 0 years"
28388,bengaluru,india,,"wire harnesses, 3d routing, electrical schematics design, electro-mechanical packaging, power distribution (pd), electrical cabling",,0,0,"wire harnesses, 3d routing, electrical schematics design, electro-mechanical packaging, power distribution (pd), electrical cabling","{""wire harnesses"": {""category"": ""primary""}, ""3d routing"": {""category"": ""primary""}, ""electrical schematics design"": {""category"": ""primary""}, ""electro-mechanical packaging"": {""category"": ""primary""}, ""power distribution (pd)"": {""category"": ""primary""}, ""electrical cabling"": {""category"": ""primary""}}","bengaluru, india","job posting job title: location: bengaluru, india primary skills: wire harnesses, 3d routing, electrical schematics design, electro-mechanical packaging, power distribution (pd), electrical cabling secondary skills: experience: 0 - 0 years"
60629,manila,philippines,senior analyst,"microsoft windows, arabic, english",,0,0,"microsoft windows, arabic, english","{""microsoft windows"": {""category"": ""primary""}, ""arabic"": {""category"": ""primary""}, ""english"": {""category"": ""primary""}}","manila, philippines","job posting job title: senior analyst location: manila, philippines primary skills: microsoft windows, arabic, english secondary skills: experience: 0 - 0 years"
56960,pune,india,lead consultant,sap security grc administration,servicenow grc,0,0,"sap security grc administration, servicenow grc","{""sap security grc administration"": {""category"": ""primary""}, ""servicenow grc"": {""category"": ""secondary""}}","pune, india","job posting job title: lead consultant location: pune, india primary skills: sap security grc administration secondary skills: servicenow grc experience: 0 - 0 years"
71198,chennai,india,senior test engineer,"software testing, functional testing, selenium",,0,0,"software testing, functional testing, selenium","{""software testing"": {""category"": ""primary""}, ""functional testing"": {""category"": ""primary""}, ""selenium"": {""category"": ""primary""}}","chennai, india","job posting job title: senior test engineer location: chennai, india primary skills: software testing, functional testing, selenium secondary skills: experience: 0 - 0 years"
68416,noida,india,senior technical lead,"information system security/firewalls, sox it general controls, sap security grc administration",,0,0,"information system security/firewalls, sox it general controls, sap security grc administration","{""information system security/firewalls"": {""category"": ""primary""}, ""sox it general controls"": {""category"": ""primary""}, ""sap security grc administration"": {""category"": ""primary""}}","noida, india","job posting job title: senior technical lead location: noida, india primary skills: information system security/firewalls, sox it general controls, sap security grc administration secondary skills: experience: 0 - 0 years"
77591,mumbai,india,senior analyst,"microsoft windows, english, german",,0,0,"microsoft windows, english, german","{""microsoft windows"": {""category"": ""primary""}, ""english"": {""category"": ""primary""}, ""german"": {""category"": ""primary""}}","mumbai, india","job posting job title: senior analyst location: mumbai, india primary skills: microsoft windows, english, german secondary skills: experience: 0 - 0 years"
18367,bengaluru,india,,"spring boot, java, restful api",,0,0,"spring boot, java, restful api","{""spring boot"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""restful api"": {""category"": ""primary""}}","bengaluru, india","job posting job title: location: bengaluru, india primary skills: spring boot, java, restful api secondary skills: experience: 0 - 0 years"
29955,chennai,india,,"react.js, node.js, javascript",,0,0,"react.js, node.js, javascript","{""react.js"": {""category"": ""primary""}, ""node.js"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}}","chennai, india","job posting job title: location: chennai, india primary skills: react.js, node.js, javascript secondary skills: experience: 0 - 0 years"
78098,colombo,sri lanka,analyst,microsoft 365 administration,,0,0,microsoft 365 administration,"{""microsoft 365 administration"": {""category"": ""primary""}}","colombo, sri lanka","job posting job title: analyst location: colombo, sri lanka primary skills: microsoft 365 administration secondary skills: experience: 0 - 0 years"
56647,chennai,india,associate,"ca service desk manager, bmc remedy action request system, servicenow, knowledge management",,0,0,"ca service desk manager, bmc remedy action request system, servicenow, knowledge management","{""ca service desk manager"": {""category"": ""primary""}, ""bmc remedy action request system"": {""category"": ""primary""}, ""servicenow"": {""category"": ""primary""}, ""knowledge management"": {""category"": ""primary""}}","chennai, india","job posting job title: associate location: chennai, india primary skills: ca service desk manager, bmc remedy action request system, servicenow, knowledge management secondary skills: experience: 0 - 0 years"
77536,lucknow,india,analyst,"microsoft windows, arabic, english",,0,0,"microsoft windows, arabic, english","{""microsoft windows"": {""category"": ""primary""}, ""arabic"": {""category"": ""primary""}, ""english"": {""category"": ""primary""}}","lucknow, india","job posting job title: analyst location: lucknow, india primary skills: microsoft windows, arabic, english secondary skills: experience: 0 - 0 years"
74602,southampton,united kingdom,senior project manager,"cisco switch, ibm flashsystem storage",,0,0,"cisco switch, ibm flashsystem storage","{""cisco switch"": {""category"": ""primary""}, ""ibm flashsystem storage"": {""category"": ""primary""}}","southampton, united kingdom","job posting job title: senior project manager location: southampton, united kingdom primary skills: cisco switch, ibm flashsystem storage secondary skills: experience: 0 - 0 years"
63440,chennai,india,technical lead,"salesforce lightning, salesforce apex","salesforce marketing cloud personalization, salesforce design/configuration/customization, sql proficiency",0,0,"salesforce lightning, salesforce apex, salesforce marketing cloud personalization, salesforce design/configuration/customization, sql proficiency","{""salesforce lightning"": {""category"": ""primary""}, ""salesforce apex"": {""category"": ""primary""}, ""salesforce marketing cloud personalization"": {""category"": ""secondary""}, ""salesforce design/configuration/customization"": {""category"": ""secondary""}, ""sql proficiency"": {""category"": ""secondary""}}","chennai, india","job posting job title: technical lead location: chennai, india primary skills: salesforce lightning, salesforce apex secondary skills: salesforce marketing cloud personalization, salesforce design/configuration/customization, sql proficiency experience: 0 - 0 years"
77907,bengaluru,india,senior analyst,"access/rights management tool - others, microsoft windows",,0,0,"access/rights management tool - others, microsoft windows","{""access/rights management tool - others"": {""category"": ""primary""}, ""microsoft windows"": {""category"": ""primary""}}","bengaluru, india","job posting job title: senior analyst location: bengaluru, india primary skills: access/rights management tool - others, microsoft windows secondary skills: experience: 0 - 0 years"
78097,noida,india,senior analyst,"desk side services, windows pc, amt asset management software",,0,0,"desk side services, windows pc, amt asset management software","{""desk side services"": {""category"": ""primary""}, ""windows pc"": {""category"": ""primary""}, ""amt asset management software"": {""category"": ""primary""}}","noida, india","job posting job title: senior analyst location: noida, india primary skills: desk side services, windows pc, amt asset management software secondary skills: experience: 0 - 0 years"
7766193,noida,india,senior project manager,cisco customer voice portal (cvp),,0,0,cisco customer voice portal (cvp),"{""cisco customer voice portal (cvp)"": {""category"": ""primary""}}","noida, india","job posting job title: senior project manager location: noida, india primary skills: cisco customer voice portal (cvp) secondary skills: experience: 0 - 0 years"
776618,noida,india,senior project manager,cisco customer voice portal (cvp),,0,0,cisco customer voice portal (cvp),"{""cisco customer voice portal (cvp)"": {""category"": ""primary""}}","noida, india","job posting job title: senior project manager location: noida, india primary skills: cisco customer voice portal (cvp) secondary skills: experience: 0 - 0 years"
DEMO__Java__03,noida,india,technical architect,"java, j2ee, springboot",,0,0,"java, j2ee, springboot","{""java"": {""category"": ""primary""}, ""j2ee"": {""category"": ""primary""}, ""springboot"": {""category"": ""primary""}}","noida, india","job posting job title: technical architect location: noida, india primary skills: java, j2ee, springboot secondary skills: experience: 0 - 0 years"
4589,,angola,"developer with react, full stack - java, angular","full stack - java, react, angular",,0,0,"full stack - java, react, angular","{""full stack - java"": {""category"": ""primary""}, ""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}}",angola,"job posting job title: developer with react, full stack - java, angular location: angola primary skills: full stack - java, react, angular secondary skills: experience: 0 - 0 years"
4354,noida,india,"automation tester with cucumber,selenium,java","cucumber, selenium, java",,0,0,"cucumber, selenium, java","{""cucumber"": {""category"": ""primary""}, ""selenium"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","noida, india","job posting job title: automation tester with cucumber,selenium,java location: noida, india primary skills: cucumber, selenium, java secondary skills: experience: 0 - 0 years"
5028,noida,india,"developer with react,angular,java","react, angular, java",,0,0,"react, angular, java","{""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","noida, india","job posting job title: developer with react,angular,java location: noida, india primary skills: react, angular, java secondary skills: experience: 0 - 0 years"
5003,noida,india,"senior technical lead with c#,python,c++","c#, c++, python",agile-scrum (digital),0,0,"c#, c++, python, agile-scrum (digital)","{""c#"": {""category"": ""primary""}, ""c++"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""agile-scrum (digital)"": {""category"": ""secondary""}}","noida, india","job posting job title: senior technical lead with c#,python,c++ location: noida, india primary skills: c#, c++, python secondary skills: agile-scrum (digital) experience: 0 - 0 years"
2877,noida,india,aws data engineer,"sql, python, amazon glue","agile-scrum (digital), ibm mdm",0,0,"sql, python, amazon glue, agile-scrum (digital), ibm mdm","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""agile-scrum (digital)"": {""category"": ""secondary""}, ""ibm mdm"": {""category"": ""secondary""}}","noida, india","job posting job title: aws data engineer location: noida, india primary skills: sql, python, amazon glue secondary skills: agile-scrum (digital), ibm mdm experience: 0 - 0 years"
1383,noida,india,aws data engineer,"sql, python, amazon glue",,0,0,"sql, python, amazon glue","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}}","noida, india","job posting job title: aws data engineer location: noida, india primary skills: sql, python, amazon glue secondary skills: experience: 0 - 0 years"
5046,noida,india,"senior technical lead with react, full stack - java, angular","full stack - java, react, angular",,0,0,"full stack - java, react, angular","{""full stack - java"": {""category"": ""primary""}, ""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}}","noida, india","job posting job title: senior technical lead with react, full stack - java, angular location: noida, india primary skills: full stack - java, react, angular secondary skills: experience: 0 - 0 years"
4871,,united states,aws data engineer,"sql, python, amazon glue",talend mdm,0,0,"sql, python, amazon glue, talend mdm","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""talend mdm"": {""category"": ""secondary""}}",united states,"job posting job title: aws data engineer location: united states primary skills: sql, python, amazon glue secondary skills: talend mdm experience: 0 - 0 years"
4673,,korea (the republic of),analyst - voice,terraform,safe- agile sw engineering (ase),0,0,"terraform, safe- agile sw engineering (ase)","{""terraform"": {""category"": ""primary""}, ""safe- agile sw engineering (ase)"": {""category"": ""secondary""}}",korea (the republic of),job posting job title: analyst - voice location: korea (the republic of) primary skills: terraform secondary skills: safe- agile sw engineering (ase) experience: 0 - 0 years
4668,manila,philippines,analyst - voice,terraform,ibm mdm,0,0,"terraform, ibm mdm","{""terraform"": {""category"": ""primary""}, ""ibm mdm"": {""category"": ""secondary""}}","manila, philippines","job posting job title: analyst - voice location: manila, philippines primary skills: terraform secondary skills: ibm mdm experience: 0 - 0 years"
4689,,korea (the republic of),senior program director,quest,agile-scrum (digital),0,0,"quest, agile-scrum (digital)","{""quest"": {""category"": ""primary""}, ""agile-scrum (digital)"": {""category"": ""secondary""}}",korea (the republic of),job posting job title: senior program director location: korea (the republic of) primary skills: quest secondary skills: agile-scrum (digital) experience: 0 - 0 years
3688,noida,india,full stack java senior technical lead with devops,"springboot, devops solutions, java",aws paas,0,0,"springboot, devops solutions, java, aws paas","{""springboot"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}","noida, india","job posting job title: full stack java senior technical lead with devops location: noida, india primary skills: springboot, devops solutions, java secondary skills: aws paas experience: 0 - 0 years"
4622,dubai,united arab emirates,senior program director,,,0,0,,{},"dubai, united arab emirates","job posting job title: senior program director location: dubai, united arab emirates primary skills: secondary skills: experience: 0 - 0 years"
4705,,singapore,"functional lead with oracle erp cloud - ar,gl,order mangement, inventory","sql, google dataflow, google bigquery",terraform,0,0,"sql, google dataflow, google bigquery, terraform","{""sql"": {""category"": ""primary""}, ""google dataflow"": {""category"": ""primary""}, ""google bigquery"": {""category"": ""primary""}, ""terraform"": {""category"": ""secondary""}}",singapore,"job posting job title: functional lead with oracle erp cloud - ar,gl,order mangement, inventory location: singapore primary skills: sql, google dataflow, google bigquery secondary skills: terraform experience: 0 - 0 years"
4677,,oman,kotlin senior developer with java,"kotlin, java",aws paas,0,0,"kotlin, java, aws paas","{""kotlin"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}",oman,"job posting job title: kotlin senior developer with java location: oman primary skills: kotlin, java secondary skills: aws paas experience: 0 - 0 years"
3571,noida,india,"java technical lead with devops solutions,aws architecture","devops solutions, aws architecture, java",,0,0,"devops solutions, aws architecture, java","{""devops solutions"": {""category"": ""primary""}, ""aws architecture"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","noida, india","job posting job title: java technical lead with devops solutions,aws architecture location: noida, india primary skills: devops solutions, aws architecture, java secondary skills: experience: 0 - 0 years"
3560,,sweden,"functional lead with oracle erp cloud - ar,gl,order mangement, inventory","sql, google dataflow, google bigquery",talend mdm,0,0,"sql, google dataflow, google bigquery, talend mdm","{""sql"": {""category"": ""primary""}, ""google dataflow"": {""category"": ""primary""}, ""google bigquery"": {""category"": ""primary""}, ""talend mdm"": {""category"": ""secondary""}}",sweden,"job posting job title: functional lead with oracle erp cloud - ar,gl,order mangement, inventory location: sweden primary skills: sql, google dataflow, google bigquery secondary skills: talend mdm experience: 0 - 0 years"
3548,,hungary,"functional lead with oracle erp cloud - ar,gl,order mangement, inventory","sql, google dataflow, google bigquery",,0,0,"sql, google dataflow, google bigquery","{""sql"": {""category"": ""primary""}, ""google dataflow"": {""category"": ""primary""}, ""google bigquery"": {""category"": ""primary""}}",hungary,"job posting job title: functional lead with oracle erp cloud - ar,gl,order mangement, inventory location: hungary primary skills: sql, google dataflow, google bigquery secondary skills: experience: 0 - 0 years"
3900,noida,india,"design lead with javascript,cad design skills,jquery","cad design skills, javascript, jquery",,0,0,"cad design skills, javascript, jquery","{""cad design skills"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}, ""jquery"": {""category"": ""primary""}}","noida, india","job posting job title: design lead with javascript,cad design skills,jquery location: noida, india primary skills: cad design skills, javascript, jquery secondary skills: experience: 0 - 0 years"
3507,noida,india,azure data lead,"sql, azure databricks, azure data factory (adf), oracle pl/sql, python","agile-scrum (digital), sit_java, c++ programming, devops-api_apache ant",0,0,"sql, azure databricks, azure data factory (adf), oracle pl/sql, python, agile-scrum (digital), sit_java, c++ programming, devops-api_apache ant","{""sql"": {""category"": ""primary""}, ""azure databricks"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""agile-scrum (digital)"": {""category"": ""secondary""}, ""sit_java"": {""category"": ""secondary""}, ""c++ programming"": {""category"": ""secondary""}, ""devops-api_apache ant"": {""category"": ""secondary""}}","noida, india","job posting job title: azure data lead location: noida, india primary skills: sql, azure databricks, azure data factory (adf), oracle pl/sql, python secondary skills: agile-scrum (digital), sit_java, c++ programming, devops-api_apache ant experience: 0 - 0 years"
3942,noida,india,informatica mdm lead,"sql, informatica mdm, oracle pl/sql, python",aws paas,0,0,"sql, informatica mdm, oracle pl/sql, python, aws paas","{""sql"": {""category"": ""primary""}, ""informatica mdm"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}","noida, india","job posting job title: informatica mdm lead location: noida, india primary skills: sql, informatica mdm, oracle pl/sql, python secondary skills: aws paas experience: 0 - 0 years"
3984,noida,india,"full stack java technical lead with devops, react","full stack - java, devops solutions, react.js",terraform,0,0,"full stack - java, devops solutions, react.js, terraform","{""full stack - java"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""terraform"": {""category"": ""secondary""}}","noida, india","job posting job title: full stack java technical lead with devops, react location: noida, india primary skills: full stack - java, devops solutions, react.js secondary skills: terraform experience: 0 - 0 years"
3930,noida,india,"senior technical lead with autosar,canoe,c","c, autosar, canoe",,0,0,"c, autosar, canoe","{""c"": {""category"": ""primary""}, ""autosar"": {""category"": ""primary""}, ""canoe"": {""category"": ""primary""}}","noida, india","job posting job title: senior technical lead with autosar,canoe,c location: noida, india primary skills: c, autosar, canoe secondary skills: experience: 0 - 0 years"
3917,noida,india,azure data engineer,"sql, azure data factory (adf)","full stack - java, c++ programming",0,0,"sql, azure data factory (adf), full stack - java, c++ programming","{""sql"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""full stack - java"": {""category"": ""secondary""}, ""c++ programming"": {""category"": ""secondary""}}","noida, india","job posting job title: azure data engineer location: noida, india primary skills: sql, azure data factory (adf) secondary skills: full stack - java, c++ programming experience: 0 - 0 years"
4305,,luxembourg,informatica mdm lead,"sql, informatica mdm, oracle pl/sql, python",mysql,0,0,"sql, informatica mdm, oracle pl/sql, python, mysql","{""sql"": {""category"": ""primary""}, ""informatica mdm"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}",luxembourg,"job posting job title: informatica mdm lead location: luxembourg primary skills: sql, informatica mdm, oracle pl/sql, python secondary skills: mysql experience: 0 - 0 years"
4301,,france,datastage senior engineer,"sql, unix shell scripting, ibm infosphere datastage suite",agile-scrum (digital),0,0,"sql, unix shell scripting, ibm infosphere datastage suite, agile-scrum (digital)","{""sql"": {""category"": ""primary""}, ""unix shell scripting"": {""category"": ""primary""}, ""ibm infosphere datastage suite"": {""category"": ""primary""}, ""agile-scrum (digital)"": {""category"": ""secondary""}}",france,"job posting job title: datastage senior engineer location: france primary skills: sql, unix shell scripting, ibm infosphere datastage suite secondary skills: agile-scrum (digital) experience: 0 - 0 years"
4200,,united states,aws data engineer,"sql, python, amazon glue",,0,0,"sql, python, amazon glue","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}}",united states,"job posting job title: aws data engineer location: united states primary skills: sql, python, amazon glue secondary skills: experience: 0 - 0 years"
4063,noida,india,microsoft full stack architect with angular,"full stack - .net, angular, asp.net mvc",devops-api_teamcity,0,0,"full stack - .net, angular, asp.net mvc, devops-api_teamcity","{""full stack - .net"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}, ""asp.net mvc"": {""category"": ""primary""}, ""devops-api_teamcity"": {""category"": ""secondary""}}","noida, india","job posting job title: microsoft full stack architect with angular location: noida, india primary skills: full stack - .net, angular, asp.net mvc secondary skills: devops-api_teamcity experience: 0 - 0 years"
4190,noida,india,aws data lead,"sql, snowflake, devops solutions, python, amazon glue",sql server,0,0,"sql, snowflake, devops solutions, python, amazon glue, sql server","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""sql server"": {""category"": ""secondary""}}","noida, india","job posting job title: aws data lead location: noida, india primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: sql server experience: 0 - 0 years"
4058,noida,india,fte india,"react, javascript",,0,0,"react, javascript","{""react"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}}","noida, india","job posting job title: fte india location: noida, india primary skills: react, javascript secondary skills: experience: 0 - 0 years"
4000,noida,india,"full stack java technical lead with devops, react","full stack - java, devops solutions, react.js",,0,0,"full stack - java, devops solutions, react.js","{""full stack - java"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}}","noida, india","job posting job title: full stack java technical lead with devops, react location: noida, india primary skills: full stack - java, devops solutions, react.js secondary skills: experience: 0 - 0 years"
4660,,czech republic,senior program manager,,,0,0,,{},czech republic,job posting job title: senior program manager location: czech republic primary skills: secondary skills: experience: 0 - 0 years
4359,noida,india,senior program director,"aws paas, terraform",,0,0,"aws paas, terraform","{""aws paas"": {""category"": ""primary""}, ""terraform"": {""category"": ""primary""}}","noida, india","job posting job title: senior program director location: noida, india primary skills: aws paas, terraform secondary skills: experience: 0 - 0 years"
4663,,estonia,senior program director,,,0,0,,{},estonia,job posting job title: senior program director location: estonia primary skills: secondary skills: experience: 0 - 0 years
4450,buenos aires,argentina,aws senior data lead,"sql, snowflake, devops solutions, python, amazon glue",,0,0,"sql, snowflake, devops solutions, python, amazon glue","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}}","buenos aires, argentina","job posting job title: aws senior data lead location: buenos aires, argentina primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: experience: 0 - 0 years"
4544,,canada,analyst - voice,ibm mdm,kofax total agility,0,0,"ibm mdm, kofax total agility","{""ibm mdm"": {""category"": ""primary""}, ""kofax total agility"": {""category"": ""secondary""}}",canada,job posting job title: analyst - voice location: canada primary skills: ibm mdm secondary skills: kofax total agility experience: 0 - 0 years
4626,,belgium,senior program director,,,0,0,,{},belgium,job posting job title: senior program director location: belgium primary skills: secondary skills: experience: 0 - 0 years
