id,city,country,job_title,primary_skills,secondary_skills,experience_lower,experience_upper,all_skills,skill_metadata,location,job_text
77737,chennai,india,senior specialist,"microsoft windows, english, french",,0,0,"microsoft windows, english, french","{""microsoft windows"": {""category"": ""primary""}, ""english"": {""category"": ""primary""}, ""french"": {""category"": ""primary""}}","chennai, india","job posting job title: senior specialist location: chennai, india primary skills: microsoft windows, english, french secondary skills: experience: 0 - 0 years"
76493,hyderabad,india,senior technical lead,"react.js, angular, java",angular js,0,0,"react.js, angular, java, angular js","{""react.js"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""angular js"": {""category"": ""secondary""}}","hyderabad, india","job posting job title: senior technical lead location: hyderabad, india primary skills: react.js, angular, java secondary skills: angular js experience: 0 - 0 years"
18052,noida,india,,"workday (technical) - workday studio, workday enterprise interface builder (eib)",,0,0,"workday (technical) - workday studio, workday enterprise interface builder (eib)","{""workday (technical) - workday studio"": {""category"": ""primary""}, ""workday enterprise interface builder (eib)"": {""category"": ""primary""}}","noida, india","job posting job title: location: noida, india primary skills: workday (technical) - workday studio, workday enterprise interface builder (eib) secondary skills: experience: 0 - 0 years"
17232,bengaluru,india,,"java, devops, amazon web services (aws)",,0,0,"java, devops, amazon web services (aws)","{""java"": {""category"": ""primary""}, ""devops"": {""category"": ""primary""}, ""amazon web services (aws)"": {""category"": ""primary""}}","bengaluru, india","job posting job title: location: bengaluru, india primary skills: java, devops, amazon web services (aws) secondary skills: experience: 0 - 0 years"
18378,chennai,india,,"spring boot, java, restful api",,0,0,"spring boot, java, restful api","{""spring boot"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""restful api"": {""category"": ""primary""}}","chennai, india","job posting job title: location: chennai, india primary skills: spring boot, java, restful api secondary skills: experience: 0 - 0 years"
69696,pune,india,senior technical specialist,"tc admin modules, teamcenter",project management,0,0,"tc admin modules, teamcenter, project management","{""tc admin modules"": {""category"": ""primary""}, ""teamcenter"": {""category"": ""primary""}, ""project management"": {""category"": ""secondary""}}","pune, india","job posting job title: senior technical specialist location: pune, india primary skills: tc admin modules, teamcenter secondary skills: project management experience: 0 - 0 years"
67517,bengaluru,india,lead designer,"enh.interaction unified mediation (eium), java, linux, telecommunications, restapi",,0,0,"enh.interaction unified mediation (eium), java, linux, telecommunications, restapi","{""enh.interaction unified mediation (eium)"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""linux"": {""category"": ""primary""}, ""telecommunications"": {""category"": ""primary""}, ""restapi"": {""category"": ""primary""}}","bengaluru, india","job posting job title: lead designer location: bengaluru, india primary skills: enh.interaction unified mediation (eium), java, linux, telecommunications, restapi secondary skills: experience: 0 - 0 years"
78038,texas,united states,senior system administrator,"desk side services, windows pc",,0,0,"desk side services, windows pc","{""desk side services"": {""category"": ""primary""}, ""windows pc"": {""category"": ""primary""}}","texas, united states","job posting job title: senior system administrator location: texas, united states primary skills: desk side services, windows pc secondary skills: experience: 0 - 0 years"
78388,lucknow,india,specialist,sharepoint o365,,0,0,sharepoint o365,"{""sharepoint o365"": {""category"": ""primary""}}","lucknow, india","job posting job title: specialist location: lucknow, india primary skills: sharepoint o365 secondary skills: experience: 0 - 0 years"
7766196,noida,india,senior project manager,cisco customer voice portal (cvp),,0,0,cisco customer voice portal (cvp),"{""cisco customer voice portal (cvp)"": {""category"": ""primary""}}","noida, india","job posting job title: senior project manager location: noida, india primary skills: cisco customer voice portal (cvp) secondary skills: experience: 0 - 0 years"
7766198,noida,india,senior project manager,cisco customer voice portal (cvp),,0,0,cisco customer voice portal (cvp),"{""cisco customer voice portal (cvp)"": {""category"": ""primary""}}","noida, india","job posting job title: senior project manager location: noida, india primary skills: cisco customer voice portal (cvp) secondary skills: experience: 0 - 0 years"
776617,noida,india,senior project manager,cisco customer voice portal (cvp),,0,0,cisco customer voice portal (cvp),"{""cisco customer voice portal (cvp)"": {""category"": ""primary""}}","noida, india","job posting job title: senior project manager location: noida, india primary skills: cisco customer voice portal (cvp) secondary skills: experience: 0 - 0 years"
DBS-__DBS-__2025__2636626,bengaluru,india,lead consultant,edi,"sap int.-edi(gentran/sterling/seeburger), sterling integrator, xml",0,0,"edi, sap int.-edi(gentran/sterling/seeburger), sterling integrator, xml","{""edi"": {""category"": ""primary""}, ""sap int.-edi(gentran/sterling/seeburger)"": {""category"": ""secondary""}, ""sterling integrator"": {""category"": ""secondary""}, ""xml"": {""category"": ""secondary""}}","bengaluru, india","job posting job title: lead consultant location: bengaluru, india primary skills: edi secondary skills: sap int.-edi(gentran/sterling/seeburger), sterling integrator, xml experience: 0 - 0 years"
TEST__TEST__2025__0000002,bengaluru,india,technical lead,.net developer,,0,0,.net developer,"{"".net developer"": {""category"": ""primary""}}","bengaluru, india","job posting job title: technical lead location: bengaluru, india primary skills: .net developer secondary skills: experience: 0 - 0 years"
1290,noida,india,informatica technical lead,"sql, unix shell scripting, informatica intelligent cloud services, oracle pl/sql",,0,0,"sql, unix shell scripting, informatica intelligent cloud services, oracle pl/sql","{""sql"": {""category"": ""primary""}, ""unix shell scripting"": {""category"": ""primary""}, ""informatica intelligent cloud services"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}}","noida, india","job posting job title: informatica technical lead location: noida, india primary skills: sql, unix shell scripting, informatica intelligent cloud services, oracle pl/sql secondary skills: experience: 0 - 0 years"
5269,,netherlands,tableau developer,"sql, tableau",,0,0,"sql, tableau","{""sql"": {""category"": ""primary""}, ""tableau"": {""category"": ""primary""}}",netherlands,"job posting job title: tableau developer location: netherlands primary skills: sql, tableau secondary skills: experience: 0 - 0 years"
4530,,canada,"functional lead with oracle erp cloud - ar,gl,order mangement, inventory","sql, google dataflow, google bigquery",aws paas,0,0,"sql, google dataflow, google bigquery, aws paas","{""sql"": {""category"": ""primary""}, ""google dataflow"": {""category"": ""primary""}, ""google bigquery"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}",canada,"job posting job title: functional lead with oracle erp cloud - ar,gl,order mangement, inventory location: canada primary skills: sql, google dataflow, google bigquery secondary skills: aws paas experience: 0 - 0 years"
5254,,united states,datastage senior technical lead,"sql, unix shell scripting, oracle pl/sql, ibm infosphere datastage suite",,0,0,"sql, unix shell scripting, oracle pl/sql, ibm infosphere datastage suite","{""sql"": {""category"": ""primary""}, ""unix shell scripting"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""ibm infosphere datastage suite"": {""category"": ""primary""}}",united states,"job posting job title: datastage senior technical lead location: united states primary skills: sql, unix shell scripting, oracle pl/sql, ibm infosphere datastage suite secondary skills: experience: 0 - 0 years"
5228,noida,india,aws senior data lead,"sql, snowflake, devops solutions, python, amazon glue",devops-api_apache ant,0,0,"sql, snowflake, devops solutions, python, amazon glue, devops-api_apache ant","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""devops-api_apache ant"": {""category"": ""secondary""}}","noida, india","job posting job title: aws senior data lead location: noida, india primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: devops-api_apache ant experience: 0 - 0 years"
4782,,sri lanka,azure data engineer,"sql, azure data factory (adf)",safe- lean portfolio mgt (lpm),0,0,"sql, azure data factory (adf), safe- lean portfolio mgt (lpm)","{""sql"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""safe- lean portfolio mgt (lpm)"": {""category"": ""secondary""}}",sri lanka,"job posting job title: azure data engineer location: sri lanka primary skills: sql, azure data factory (adf) secondary skills: safe- lean portfolio mgt (lpm) experience: 0 - 0 years"
4709,,oman,"functional lead with oracle erp cloud - ar,gl,order mangement, inventory","sql, google dataflow, google bigquery",devops-api_apache ant,0,0,"sql, google dataflow, google bigquery, devops-api_apache ant","{""sql"": {""category"": ""primary""}, ""google dataflow"": {""category"": ""primary""}, ""google bigquery"": {""category"": ""primary""}, ""devops-api_apache ant"": {""category"": ""secondary""}}",oman,"job posting job title: functional lead with oracle erp cloud - ar,gl,order mangement, inventory location: oman primary skills: sql, google dataflow, google bigquery secondary skills: devops-api_apache ant experience: 0 - 0 years"
3565,noida,india,springboot technical lead,"springboot, architecture - java/j2ee, rest",aws paas,0,0,"springboot, architecture - java/j2ee, rest, aws paas","{""springboot"": {""category"": ""primary""}, ""architecture - java/j2ee"": {""category"": ""primary""}, ""rest"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}","noida, india","job posting job title: springboot technical lead location: noida, india primary skills: springboot, architecture - java/j2ee, rest secondary skills: aws paas experience: 0 - 0 years"
3677,noida,india,"full stack java technical lead with devops, react","full stack - java, devops solutions, react.js",aws paas,0,0,"full stack - java, devops solutions, react.js, aws paas","{""full stack - java"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}","noida, india","job posting job title: full stack java technical lead with devops, react location: noida, india primary skills: full stack - java, devops solutions, react.js secondary skills: aws paas experience: 0 - 0 years"
4408,,saudi arabia,full stack java senior architect with angular,"angular, springboot, java",ibm mdm,0,0,"angular, springboot, java, ibm mdm","{""angular"": {""category"": ""primary""}, ""springboot"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""ibm mdm"": {""category"": ""secondary""}}",saudi arabia,"job posting job title: full stack java senior architect with angular location: saudi arabia primary skills: angular, springboot, java secondary skills: ibm mdm experience: 0 - 0 years"
4410,,saudi arabia,senior program director,"finacle, safe- lean portfolio mgt (lpm)",aws paas,0,0,"finacle, safe- lean portfolio mgt (lpm), aws paas","{""finacle"": {""category"": ""primary""}, ""safe- lean portfolio mgt (lpm)"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}",saudi arabia,"job posting job title: senior program director location: saudi arabia primary skills: finacle, safe- lean portfolio mgt (lpm) secondary skills: aws paas experience: 0 - 0 years"
3888,noida,india,azure data engineer,"sql, azure data factory (adf)","aws paas, safe- agile sw engineering (ase)",0,0,"sql, azure data factory (adf), aws paas, safe- agile sw engineering (ase)","{""sql"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}, ""safe- agile sw engineering (ase)"": {""category"": ""secondary""}}","noida, india","job posting job title: azure data engineer location: noida, india primary skills: sql, azure data factory (adf) secondary skills: aws paas, safe- agile sw engineering (ase) experience: 0 - 0 years"
3704,noida,india,aws data engineer,"sql, python, amazon glue",aws paas,0,0,"sql, python, amazon glue, aws paas","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}","noida, india","job posting job title: aws data engineer location: noida, india primary skills: sql, python, amazon glue secondary skills: aws paas experience: 0 - 0 years"
3675,,united states,aws data engineer,"sql, python, amazon glue",,0,0,"sql, python, amazon glue","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}}",united states,"job posting job title: aws data engineer location: united states primary skills: sql, python, amazon glue secondary skills: experience: 0 - 0 years"
3971,,australia,proactive australia new,"aras plm, javascript, pl/sql",,0,0,"aras plm, javascript, pl/sql","{""aras plm"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}, ""pl/sql"": {""category"": ""primary""}}",australia,"job posting job title: proactive australia new location: australia primary skills: aras plm, javascript, pl/sql secondary skills: experience: 0 - 0 years"
3605,noida,india,aws data engineer,"sql, python, amazon glue","terraform, devops-api_teamcity, architecture - java/j2ee, core java",0,0,"sql, python, amazon glue, terraform, devops-api_teamcity, architecture - java/j2ee, core java","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""terraform"": {""category"": ""secondary""}, ""devops-api_teamcity"": {""category"": ""secondary""}, ""architecture - java/j2ee"": {""category"": ""secondary""}, ""core java"": {""category"": ""secondary""}}","noida, india","job posting job title: aws data engineer location: noida, india primary skills: sql, python, amazon glue secondary skills: terraform, devops-api_teamcity, architecture - java/j2ee, core java experience: 0 - 0 years"
3950,noida,india,"technical lead with microsoft ssis,sql server reporting (ssrs),sql server","sql server reporting (ssrs), microsoft ssis, sql server",,0,0,"sql server reporting (ssrs), microsoft ssis, sql server","{""sql server reporting (ssrs)"": {""category"": ""primary""}, ""microsoft ssis"": {""category"": ""primary""}, ""sql server"": {""category"": ""primary""}}","noida, india","job posting job title: technical lead with microsoft ssis,sql server reporting (ssrs),sql server location: noida, india primary skills: sql server reporting (ssrs), microsoft ssis, sql server secondary skills: experience: 0 - 0 years"
4092,noida,india,"functional lead with oracle erp cloud - ar,gl,order mangement, inventory","sql, google dataflow, google bigquery",,0,0,"sql, google dataflow, google bigquery","{""sql"": {""category"": ""primary""}, ""google dataflow"": {""category"": ""primary""}, ""google bigquery"": {""category"": ""primary""}}","noida, india","job posting job title: functional lead with oracle erp cloud - ar,gl,order mangement, inventory location: noida, india primary skills: sql, google dataflow, google bigquery secondary skills: experience: 0 - 0 years"
4260,noida,india,"technical lead with microsoft ssis,sql server reporting (ssrs),sql server","sql server reporting (ssrs), microsoft ssis, sql server",kofax total agility,0,0,"sql server reporting (ssrs), microsoft ssis, sql server, kofax total agility","{""sql server reporting (ssrs)"": {""category"": ""primary""}, ""microsoft ssis"": {""category"": ""primary""}, ""sql server"": {""category"": ""primary""}, ""kofax total agility"": {""category"": ""secondary""}}","noida, india","job posting job title: technical lead with microsoft ssis,sql server reporting (ssrs),sql server location: noida, india primary skills: sql server reporting (ssrs), microsoft ssis, sql server secondary skills: kofax total agility experience: 0 - 0 years"
4120,noida,india,aws senior data engineer,"sql, devops solutions, python, amazon glue",agile-scrum (digital),0,0,"sql, devops solutions, python, amazon glue, agile-scrum (digital)","{""sql"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""agile-scrum (digital)"": {""category"": ""secondary""}}","noida, india","job posting job title: aws senior data engineer location: noida, india primary skills: sql, devops solutions, python, amazon glue secondary skills: agile-scrum (digital) experience: 0 - 0 years"
4059,noida,india,fte india,"react, javascript",,0,0,"react, javascript","{""react"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}}","noida, india","job posting job title: fte india location: noida, india primary skills: react, javascript secondary skills: experience: 0 - 0 years"
4022,noida,india,aws data lead,"sql, snowflake, devops solutions, python, amazon glue",sql server,0,0,"sql, snowflake, devops solutions, python, amazon glue, sql server","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""sql server"": {""category"": ""secondary""}}","noida, india","job posting job title: aws data lead location: noida, india primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: sql server experience: 0 - 0 years"
4232,,united states,"full stack java technical lead with devops, react","full stack - java, devops solutions, react.js",safe- agile sw engineering (ase),0,0,"full stack - java, devops solutions, react.js, safe- agile sw engineering (ase)","{""full stack - java"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""safe- agile sw engineering (ase)"": {""category"": ""secondary""}}",united states,"job posting job title: full stack java technical lead with devops, react location: united states primary skills: full stack - java, devops solutions, react.js secondary skills: safe- agile sw engineering (ase) experience: 0 - 0 years"
4372,,germany,azure data engineer,"sql, azure data factory (adf)",aws paas,0,0,"sql, azure data factory (adf), aws paas","{""sql"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}",germany,"job posting job title: azure data engineer location: germany primary skills: sql, azure data factory (adf) secondary skills: aws paas experience: 0 - 0 years"
4186,noida,india,aws data lead,"sql, snowflake, devops solutions, python, amazon glue",sql server,0,0,"sql, snowflake, devops solutions, python, amazon glue, sql server","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""sql server"": {""category"": ""secondary""}}","noida, india","job posting job title: aws data lead location: noida, india primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: sql server experience: 0 - 0 years"
4421,,hungary,datastage technical lead,"sql, unix shell scripting, oracle pl/sql, ibm infosphere datastage suite",talend mdm,0,0,"sql, unix shell scripting, oracle pl/sql, ibm infosphere datastage suite, talend mdm","{""sql"": {""category"": ""primary""}, ""unix shell scripting"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""ibm infosphere datastage suite"": {""category"": ""primary""}, ""talend mdm"": {""category"": ""secondary""}}",hungary,"job posting job title: datastage technical lead location: hungary primary skills: sql, unix shell scripting, oracle pl/sql, ibm infosphere datastage suite secondary skills: talend mdm experience: 0 - 0 years"
4332,noida,india,aws data engineer,"sql, python, amazon glue",safe- agile sw engineering (ase),0,0,"sql, python, amazon glue, safe- agile sw engineering (ase)","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""safe- agile sw engineering (ase)"": {""category"": ""secondary""}}","noida, india","job posting job title: aws data engineer location: noida, india primary skills: sql, python, amazon glue secondary skills: safe- agile sw engineering (ase) experience: 0 - 0 years"
4351,noida,india,full stack java senior technical lead with devops,"springboot, devops solutions, java",,0,0,"springboot, devops solutions, java","{""springboot"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","noida, india","job posting job title: full stack java senior technical lead with devops location: noida, india primary skills: springboot, devops solutions, java secondary skills: experience: 0 - 0 years"
4740,,denmark,analyst - voice,,,0,0,,{},denmark,job posting job title: analyst - voice location: denmark primary skills: secondary skills: experience: 0 - 0 years
4600,,czech republic,"developer with react, full stack - java, angular","full stack - java, react, angular",,0,0,"full stack - java, react, angular","{""full stack - java"": {""category"": ""primary""}, ""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}}",czech republic,"job posting job title: developer with react, full stack - java, angular location: czech republic primary skills: full stack - java, react, angular secondary skills: experience: 0 - 0 years"
4613,,finland,"front end technical lead - angular, javascript, html/css","angular, springboot, java",,0,0,"angular, springboot, java","{""angular"": {""category"": ""primary""}, ""springboot"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",finland,"job posting job title: front end technical lead - angular, javascript, html/css location: finland primary skills: angular, springboot, java secondary skills: experience: 0 - 0 years"
4735,,egypt,analyst - voice,,,0,0,,{},egypt,job posting job title: analyst - voice location: egypt primary skills: secondary skills: experience: 0 - 0 years
4682,,russian federation,senior program director,agile-scrum (digital),ibm optim,0,0,"agile-scrum (digital), ibm optim","{""agile-scrum (digital)"": {""category"": ""primary""}, ""ibm optim"": {""category"": ""secondary""}}",russian federation,job posting job title: senior program director location: russian federation primary skills: agile-scrum (digital) secondary skills: ibm optim experience: 0 - 0 years
4590,,angola,full stack java senior architect with angular,"angular, springboot, java",,0,0,"angular, springboot, java","{""angular"": {""category"": ""primary""}, ""springboot"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",angola,"job posting job title: full stack java senior architect with angular location: angola primary skills: angular, springboot, java secondary skills: experience: 0 - 0 years"
4466,,ireland,informatica mdm engineer,"sql, informatica mdm",talend mdm,0,0,"sql, informatica mdm, talend mdm","{""sql"": {""category"": ""primary""}, ""informatica mdm"": {""category"": ""primary""}, ""talend mdm"": {""category"": ""secondary""}}",ireland,"job posting job title: informatica mdm engineer location: ireland primary skills: sql, informatica mdm secondary skills: talend mdm experience: 0 - 0 years"
4562,,guatemala,azure data engineer,"sql, azure data factory (adf)",safe- lean portfolio mgt (lpm),0,0,"sql, azure data factory (adf), safe- lean portfolio mgt (lpm)","{""sql"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""safe- lean portfolio mgt (lpm)"": {""category"": ""secondary""}}",guatemala,"job posting job title: azure data engineer location: guatemala primary skills: sql, azure data factory (adf) secondary skills: safe- lean portfolio mgt (lpm) experience: 0 - 0 years"
4513,,guatemala,full stack java senior architect with angular,"angular, springboot, java",agile-scrum (digital),0,0,"angular, springboot, java, agile-scrum (digital)","{""angular"": {""category"": ""primary""}, ""springboot"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""agile-scrum (digital)"": {""category"": ""secondary""}}",guatemala,"job posting job title: full stack java senior architect with angular location: guatemala primary skills: angular, springboot, java secondary skills: agile-scrum (digital) experience: 0 - 0 years"
4784,,united kingdom,full stack java senior architect with angular,"angular, springboot, java",devops-api_teamcity,0,0,"angular, springboot, java, devops-api_teamcity","{""angular"": {""category"": ""primary""}, ""springboot"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""devops-api_teamcity"": {""category"": ""secondary""}}",united kingdom,"job posting job title: full stack java senior architect with angular location: united kingdom primary skills: angular, springboot, java secondary skills: devops-api_teamcity experience: 0 - 0 years"
4768,,lithuania,analyst - voice,ibm mdm,devops-api_teamcity,0,0,"ibm mdm, devops-api_teamcity","{""ibm mdm"": {""category"": ""primary""}, ""devops-api_teamcity"": {""category"": ""secondary""}}",lithuania,job posting job title: analyst - voice location: lithuania primary skills: ibm mdm secondary skills: devops-api_teamcity experience: 0 - 0 years
4543,,brazil,analyst - voice,ibm mdm,devops-api_apache ant,0,0,"ibm mdm, devops-api_apache ant","{""ibm mdm"": {""category"": ""primary""}, ""devops-api_apache ant"": {""category"": ""secondary""}}",brazil,job posting job title: analyst - voice location: brazil primary skills: ibm mdm secondary skills: devops-api_apache ant experience: 0 - 0 years
4888,,united kingdom,senior program director,java,,0,0,java,"{""java"": {""category"": ""primary""}}",united kingdom,job posting job title: senior program director location: united kingdom primary skills: java secondary skills: experience: 0 - 0 years
5023,noida,india,"developer with .net, mysql, asp.net, mvc","mysql, asp.net, mvc, .net",,0,0,"mysql, asp.net, mvc, .net","{""mysql"": {""category"": ""primary""}, ""asp.net"": {""category"": ""primary""}, ""mvc"": {""category"": ""primary""}, "".net"": {""category"": ""primary""}}","noida, india","job posting job title: developer with .net, mysql, asp.net, mvc location: noida, india primary skills: mysql, asp.net, mvc, .net secondary skills: experience: 0 - 0 years"
5235,noida,india,"senior developer with unix shell scripting, informatica, pl/sql","unix shell scripting, pl/sql, informatica",,0,0,"unix shell scripting, pl/sql, informatica","{""unix shell scripting"": {""category"": ""primary""}, ""pl/sql"": {""category"": ""primary""}, ""informatica"": {""category"": ""primary""}}","noida, india","job posting job title: senior developer with unix shell scripting, informatica, pl/sql location: noida, india primary skills: unix shell scripting, pl/sql, informatica secondary skills: experience: 0 - 0 years"
5116,noida,india,consulting partner,,,0,0,,{},"noida, india","job posting job title: consulting partner location: noida, india primary skills: secondary skills: experience: 0 - 0 years"
4744,,luxembourg,microsoft full stack architect with angular,"full stack - .net, angular, asp.net mvc",,0,0,"full stack - .net, angular, asp.net mvc","{""full stack - .net"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}, ""asp.net mvc"": {""category"": ""primary""}}",luxembourg,"job posting job title: microsoft full stack architect with angular location: luxembourg primary skills: full stack - .net, angular, asp.net mvc secondary skills: experience: 0 - 0 years"
2845,noida,india,"functional lead with oracle erp cloud - ar,gl,order mangement, inventory","sql, google dataflow, google bigquery",,0,0,"sql, google dataflow, google bigquery","{""sql"": {""category"": ""primary""}, ""google dataflow"": {""category"": ""primary""}, ""google bigquery"": {""category"": ""primary""}}","noida, india","job posting job title: functional lead with oracle erp cloud - ar,gl,order mangement, inventory location: noida, india primary skills: sql, google dataflow, google bigquery secondary skills: experience: 0 - 0 years"
4825,noida,india,aws senior data lead,"sql, snowflake, devops solutions, python, amazon glue",safe- lean portfolio mgt (lpm),0,0,"sql, snowflake, devops solutions, python, amazon glue, safe- lean portfolio mgt (lpm)","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""safe- lean portfolio mgt (lpm)"": {""category"": ""secondary""}}","noida, india","job posting job title: aws senior data lead location: noida, india primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: safe- lean portfolio mgt (lpm) experience: 0 - 0 years"
5110,noida,india,"senior developer with react,angular,java","react, angular, java",safe- agile sw engineering (ase),0,0,"react, angular, java, safe- agile sw engineering (ase)","{""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""safe- agile sw engineering (ase)"": {""category"": ""secondary""}}","noida, india","job posting job title: senior developer with react,angular,java location: noida, india primary skills: react, angular, java secondary skills: safe- agile sw engineering (ase) experience: 0 - 0 years"
5229,noida,india,"developer with unix shell scripting, informatica, pl/sql","unix shell scripting, pl/sql, informatica",,0,0,"unix shell scripting, pl/sql, informatica","{""unix shell scripting"": {""category"": ""primary""}, ""pl/sql"": {""category"": ""primary""}, ""informatica"": {""category"": ""primary""}}","noida, india","job posting job title: developer with unix shell scripting, informatica, pl/sql location: noida, india primary skills: unix shell scripting, pl/sql, informatica secondary skills: experience: 0 - 0 years"
3258,,china,"developer with javascript,react,java china","react, javascript, java",,0,0,"react, javascript, java","{""react"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",china,"job posting job title: developer with javascript,react,java china location: china primary skills: react, javascript, java secondary skills: experience: 0 - 0 years"
3300,,singapore,"developer with javascript,pl/sql,aras plm singapore","aras plm, javascript, pl/sql",,0,0,"aras plm, javascript, pl/sql","{""aras plm"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}, ""pl/sql"": {""category"": ""primary""}}",singapore,"job posting job title: developer with javascript,pl/sql,aras plm singapore location: singapore primary skills: aras plm, javascript, pl/sql secondary skills: experience: 0 - 0 years"
5103,,india,senior designer,aws paas,agile-scrum (digital),0,0,"aws paas, agile-scrum (digital)","{""aws paas"": {""category"": ""primary""}, ""agile-scrum (digital)"": {""category"": ""secondary""}}",india,job posting job title: senior designer location: india primary skills: aws paas secondary skills: agile-scrum (digital) experience: 0 - 0 years
3778,noida,india,kotlin senior developer with java,"kotlin, java",,0,0,"kotlin, java","{""kotlin"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","noida, india","job posting job title: kotlin senior developer with java location: noida, india primary skills: kotlin, java secondary skills: experience: 0 - 0 years"
4870,,united kingdom,aws data engineer,"sql, python, amazon glue",talend mdm,0,0,"sql, python, amazon glue, talend mdm","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""talend mdm"": {""category"": ""secondary""}}",united kingdom,"job posting job title: aws data engineer location: united kingdom primary skills: sql, python, amazon glue secondary skills: talend mdm experience: 0 - 0 years"
3487,noida,india,azure data lead,"sql, azure databricks, azure data factory (adf), oracle pl/sql, python",talend mdm,0,0,"sql, azure databricks, azure data factory (adf), oracle pl/sql, python, talend mdm","{""sql"": {""category"": ""primary""}, ""azure databricks"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""talend mdm"": {""category"": ""secondary""}}","noida, india","job posting job title: azure data lead location: noida, india primary skills: sql, azure databricks, azure data factory (adf), oracle pl/sql, python secondary skills: talend mdm experience: 0 - 0 years"
