id,state,city,country,job_title,primary_skills,secondary_skills,experience_lower,experience_upper,designation
5076,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Technical Lead with React, Full Stack - Java, Angular"
4488,,,Thailand,,"Angular,Springboot,Java",,0,0,"Front End Technical Lead - Angular, Javascript, HTML/CSS"
5184,,Noida,India,,,,0,0,Financial Associate
5413,,Noida,India,,"C++,Python,Java",,0,0,"Developer with python,c++,java"
5439,,Nagpur,India,,AWS PaaS,,0,0,Senior Technical lead
5441,,,India,,Talend MDM,,0,0,Solution Architect
4298,,,China,,"SQL,Informatica MDM,Oracle PL/SQL,Python",MySQL,0,0,Informatica MDM Lead
3731,,Noida,India,,"SQL,Azure Data Factory (ADF)","C++ programming,DevOps-API_Apache Ant,Agile-Scrum (Digital)",0,0,Azure Data Engineer
1291,,Noida,India,,"DevOps Solutions,AWS Architecture,Java",AWS PaaS,0,0,"Java Senior Developer with DevOps Solutions,AWS Architecture"
5363,,Noida,India,,"SQL,Unix Shell Scripting,Oracle PL/SQL,IBM Infosphere Datastage Suite",,0,0,Datastage Senior Technical Lead
1084,,Bengaluru,India,,"React,Microservices,Java",,0,0,"Developer with Java, Microservices, React"
5364,,Noida,India,,"SQL,Unix Shell Scripting,Oracle PL/SQL,IBM Infosphere Datastage Suite",,0,0,Datastage Technical Lead
4284,,,Poland,,"SQL,Informatica MDM,Oracle PL/SQL,Python",MySQL,0,0,Informatica MDM Lead
5358,,Noida,India,,"SQL,Informatica",DevOps-API_TeamCity,0,0,Informatica Developer
3139,,,Denmark,,"SQL,DevOps Solutions,Python,Amazon Glue",,0,0,AWS Senior Data Engineer Denmark
5353,,,India,,"C++,Python,Java",,0,0,"Developer with python,c++,java"
3282,,,Luxembourg,,"aras plm,Javascript,PL/SQL",,0,0,"Developer with javascript,PL/SQL,aras plm Luxembourg"
4647,,,Romania,,Agile-Scrum (Digital),DevOps-API_Apache Ant,0,0,Senior Program Director
5333,,,Ireland,,"Full Stack - Java,DevOps Solutions,React.js",IBM MDM,0,0,"Full Stack Java Technical Lead with DevOps, React"
3298,,,Taiwan,,"aras plm,Javascript,PL/SQL",,0,0,"Developer with javascript,PL/SQL,aras plm Taiwan"
4417,,,China,,"Agile-Scrum (Digital),IBM MDM",,0,0,Senior Program Director
CLOU__CLOU__2025__2578214,,Noida,India,,SAP BASIS,,0,0,ASSOCIATE CONSULTANT
1443,,,India,,"Software Testing,Obsolete - Python,Jira",,0,0,Senior Automation Test Specialist Python
1874,,,Ireland,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
5198,,,Türkiye,,"Microservices,React.js,Java",,0,0,"Developer Java, Microservices,React.js 1"
1872,,,Israel,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
1099,,,India,,,,0,0,ADF Sr. Tech. Spec.
1949,,Taguig,Philippines,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
1997,,,Canada,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
2395,,,Lithuania,,"Microservices,Vue JS,Java",Functional Automation,0,0,"Developer Java, Microservices, VueJS"
1987,,,Mexico,,"Microservices,React.js,Java",,0,0,"Developer Java, Microservices,React.js"
1415,,,India,,"iOS,Android,Java",Functional Automation,0,0,"Technical lead ios,android,java"
1877,,,Mexico,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
5142,,,India,,HP UX,,0,0,Solution Director
5218,,,Malaysia,,"iOS,Android,Java",,0,0,"Developer ios,android,java"
5270,,,Portugal,,"JavaScript,React.js,Java",,0,0,Senior ERP Specialist
5249,,,Italy,,HP UX,,0,0,Management Consultant I
5862,,,Israel,,HP UX,,0,0,Associate
5816,,,Guatemala,,HP UX,,0,0,Contract retainer
5829,,,India,,"iOS,Android,Java",,0,0,Associate
5627,,,Australia,,HP UX,,0,0,Enterprise Architect II
5853,,Buenos Aires,Argentina,,HP UX,,0,0,Associate
5850,,,Colombia,,Functional Automation,,0,0,Manager
5541,,,New Zealand,,"Microservices,React.js,Java",,0,0,Senior Technical Lead
5760,,,Canada,,HP UX,,0,0,Associate
5782,,Buenos Aires,Argentina,,HP UX,,0,0,Associate
5800,,,Brazil,,HP UX,,0,0,Account Manager
5698,,,Germany,,"HTML,JavaScript,React.js",C++,0,0,Software Developer
5802,,Buenos Aires,Argentina,,HP UX,,0,0,Sr. Management Consultant I
5827,,,India,,"C#,Azure DevOps,.NET",,0,0,Software Engineer
5763,,,United States,,HP UX,,0,0,Regional  Sales Director
5775,,,India,,"Mongo DB,Spring Boot,Java",,0,0,Lead Consultant
5648,,,Belgium,,HP UX,,0,0,Enterprise Architect II
5632,,Manila,Philippines,,HP UX,,0,0,Enterprise Architect II
5663,,,Ireland,,HP UX,,0,0,Enterprise Architect II
1991,,,Canada,,"Microservices,React.js,Java",JavaScript,0,0,Senior Analyst
5346,,Buenos Aires,Argentina,,"JavaScript,React.js,Java",,0,0,Senior ERP Specialist
5312,,,India,,"Oracle PL/SQL,Obsolete - Python,Java",,0,0,Analyst
6650,Maharastra,Pune,India,Administrator (Support & Operations),,,0,0,Tech Lead
8712,,,Germany,,Business Analysis,,0,0,
53605,,Hyderabad,India,,"Microservices,Python,Java,Selenium",,0,0,Senior Test Specialist
78176,,Bucharest,Romania,,"Software Development Engineer in Test (SDET),API Testing,Selenium",,0,0,Senior Test Lead
29158,,Chennai,India,,GE Proficy,SAP EAM Plant Maintenance,0,0,
68956,,Chennai,India,,"Automation - Ignition,Automation - SCADA/HMI/PLC",,0,0,Technical Specialist
77661,,Noida,India,,Cisco Customer Voice Portal (CVP),,0,0,Senior Project Manager
31303,,Bengaluru,India,,"Business Analysis,Agile Methodology",,0,0,
74704,,Noida,India,,"Github,Python,Devops",,0,0,Software Developer
48665,,Noida,India,,COTS Based Sys Integration,,0,0,Senior Software Developer
63854,,Bengaluru,India,,"Python,Vector Databases,PostgreSQL,Prompt Engineering,RESTful API",,0,0,Senior Technical Lead
77648,,Pune,India,,"Microsoft Windows,ARABIC,English",,0,0,Senior Analyst
77534,,Hyderabad,India,,"Service Desk,Remote Desktop Support",,0,0,Senior Analyst
75842,,Pune,India,,"Python,Amazon Web Services (AWS)",,0,0,Senior Software Engineer
7766199,,Noida,India,,Cisco Customer Voice Portal (CVP),,0,0,Senior Project Manager
7766201,,Noida,India,,Cisco Customer Voice Portal (CVP),,0,0,Senior Project Manager
DBS-__DBS-__2025__2609351,,Bengaluru,India,,Financial Crime - Fraud,,0,0,SENIOR BUSINESS SPECIALIST
TEST__TEST__2025__0000004,,Bengaluru,India,,Full Stack Developer,,0,0,Technical Lead
3761,,Noida,India,,"SQL,Unix Shell Scripting,Oracle PL/SQL,IBM Infosphere Datastage Suite",AWS Mobile Hub,0,0,Datastage Technical Lead
4199,,,United States,,"Selenium,Agile methodology",,0,0,USA FTE NP
4559,,,Canada,,"SQL,Azure Data Factory (ADF)",SAFe- Lean Portfolio Mgt (LPM),0,0,Azure Data Engineer
4690,,,New Zealand,,"Kotlin,Java",AWS PaaS,0,0,Kotlin Senior Developer with Java
4556,,,Hong Kong,,IBM MDM,DevOps-API_TeamCity,0,0,Analyst - Voice
4699,,Manila,Philippines,,"Angular,Springboot,Java",Kofax Total Agility,0,0,Full Stack Java Senior Architect with Angular
4541,,,Japan,,"SQL,Google Dataflow,Google BigQuery",AWS PaaS,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
4685,,,Oman,,Terraform,SAFe- Lean Portfolio Mgt (LPM),0,0,Senior Program Director
3568,,Noida,India,,"SQL,DevOps Solutions,Python,Amazon Glue",,0,0,AWS Senior Data Engineer
3739,,Noida,India,,"Cucumber,Selenium,Java",,0,0,"Automation Tester with cucumber,selenium,java"
4498,,Abu Dhabi,United Arab Emirates,,"Angular,Springboot,Java",,0,0,Full Stack Java Senior Architect with Angular
4418,,,China,,"Angular,Springboot,Java",AWS PaaS,0,0,Full Stack Java Senior Architect with Angular
3543,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",Talend MDM,0,0,AWS Data Lead
3673,,,United States,,"SQL,Python,Amazon Glue",,0,0,AWS Data Engineer
3518,,,Italy,,"SQL,Google Dataflow,Google BigQuery",Kofax Total Agility,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
3973,,,Singapore,,"aras plm,Javascript,PL/SQL",,0,0,Proactive Singapore FTE
4099,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue","SQL* LIMS,Analytics - SSRS/SQL,SAP BW HANA SQL,DevOps-API_TeamCity,Oracle PL/SQL,Python Programming,SQL Skills",0,0,AWS Senior Data Lead
4308,,Jakarta,Indonesia,,"SQL,Informatica MDM,Oracle PL/SQL,Python",MySQL,0,0,Informatica MDM Lead
4024,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",SQL Server,0,0,AWS Data Lead
4102,,Noida,India,,"SQL,Google Dataflow,Google BigQuery",Talend MDM,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
4253,,Noida,India,,"SQL Server Reporting (SSRS),Microsoft SSIS,SQL Server",,0,0,"Technical Lead with Microsoft SSIS,SQL Server Reporting (SSRS),sql server"
4427,,,Türkiye,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",AWS PaaS,0,0,AWS Senior Data Lead
4374,,,Korea (the Republic of),,"SQL,Informatica MDM",DevOps-API_Apache Ant,0,0,Informatica MDM Engineer
4327,,,Colombia,,"SQL,Google Dataflow,CA Erwin Data Modeler,Google BigQuery,Python",Terraform,0,0,GCP Data Engineer
4455,,,Estonia,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",Terraform,0,0,AWS Senior Data Lead
4470,,,Chile,,"SQL,DevOps Solutions,Python,Amazon Glue",SAFe- Agile SW Engineering (ASE),0,0,AWS Senior Data Engineer
4616,,,France,,"Angular,Springboot,Java",,0,0,"Front End Technical Lead - Angular, Javascript, HTML/CSS"
4644,,,Slovakia,,"Full Stack - .NET,Angular,ASP.Net MVC",,0,0,Microsoft Full Stack Senior Architect with Angular
4920,,,United States,,"ANSYS,Abaqus,FEA Analysis",,0,0,"Analyst with FEA Analysis, Abaqus, ANSYS"
4943,,Noida,India,,"C#,C++,Python",,0,0,"Senior Developer with c#,python,c++"
4759,,,Switzerland,,IBM MDM,DevOps-API_TeamCity,0,0,Analyst - Voice
4755,,,Slovakia,,"Full Stack - .NET,Angular,ASP.Net MVC",,0,0,Microsoft Full Stack Architect with Angular
4840,,,Brazil,,"SQL,Azure Data Factory (ADF)",AWS PaaS,0,0,Azure Data Engineer
5013,,Noida,India,,,,0,0,Consulting Partner
4985,,Noida,India,,,,0,0,Consulting Partner
5124,,Noida,India,,,,0,0,Consulting Partner
5092,,Noida,India,,,,0,0,Consulting Partner
5001,,Noida,India,,"C#,C++,Python",,0,0,"Senior Developer with c#,python,c++"
5193,,Noida,India,,"spring boot,REST,Java",,0,0,"Technical Lead with Spring boot, REST, Java"
4828,,,United Kingdom,,"SQL,Azure Databricks,Azure Data Factory (ADF),Oracle PL/SQL,Python",SAFe- Agile SW Engineering (ASE),0,0,Azure Data Lead
5224,,Noida,India,,Agile-Scrum (Digital),SAFe- Agile SW Engineering (ASE),0,0,Technical Lead
4813,,,United Kingdom,,"SQL,Azure Databricks,Azure Data Factory (ADF),Oracle PL/SQL,Python",SAFe- Lean Portfolio Mgt (LPM),0,0,Azure Data Lead
3305,,,United Kingdom,,"aras plm,Javascript,PL/SQL",,0,0,"Developer with javascript,PL/SQL,aras plm United Kingdom"
4243,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",SQL Server,0,0,AWS Data Lead
3517,,Noida,India,,"SQL,Azure Data Factory (ADF)","AWS PaaS,SAFe- Agile SW Engineering (ASE),Pega,Jive,AWS Mobile Hub",0,0,Azure Data Engineer
5409,,Noida,India,,"C++,Python,Java",,0,0,"Developer with python,c++,java"
5440,,Nagpur,India,,AWS PaaS,,0,0,ERP Specialist
3155,,,Peru,,"SQL,Python,Amazon Glue",,0,0,Peru FTE
3408,,,India,,"Selenium,Python",,0,0,"Automation Tester with python,selenium"
4629,,,Australia,,"Angular,Springboot,Java",Kofax Total Agility,0,0,Full Stack Java Senior Architect with Angular
5335,,,Saudi Arabia,,"C++,Python,Java",,0,0,"Developer with python,c++,java"
5230,,Noida,India,,"React,Angular,Java",,0,0,"Developer with react,angular,java"
3306,,,Spain,,"React,Javascript,CSS",,0,0,"Developer with javascript,react,css Spain"
4696,,,Sri Lanka,,"Angular,Springboot,Java",Kofax Total Agility,0,0,Full Stack Java Senior Architect with Angular
CLOU__CLOU__2025__2615501,,Noida,India,,SAP BASIS,,0,0,CONSULTANT
5416,,,India,,"C#,ASP.Net,.Net",,0,0,"Developer with .net,asp.net,c#"
5417,,Noida,India,,"C#,ASP.Net,.Net","5G Core Architecture and Interfaces,Azure Private 5G Core",0,0,"Senior Developer with .net,asp.net,c#"
4862,,,India,,"Microservices,Vue JS,Java",,0,0,Sr Tech Speclst Java Microservices VueJS
1942,,,Norway,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
2138,,,United Kingdom,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
1896,,,Lithuania,,"Microservices,React.js,Java",JavaScript,0,0,"SrDeveloper Java, Microservices,React.js"
1274,,,India,,,,0,0,WCS Technical Specialist
5195,,,Viet Nam,,Gear Design,,0,0,Solution Director
2096,,,Singapore,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
5217,,,Bulgaria,,"C++,Java,Python",,0,0,"Developer python,C++,java"
1923,,,Belgium,,"Microservices,React.js,Java",,0,0,"Developer Java, Microservices,React.js"
1996,,,Austria,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
2124,,,South Africa,,"Microservices,React.js,Java",,0,0,"Developer Java, Microservices,React.js"
5852,,,Brazil,,HP UX,,0,0,Regional  Sales Director
5854,,,Chile,,HP UX,,0,0,Associate
5836,,,Brazil,,HP UX,,0,0,Senior Support Manager
5835,,,Mexico,,HP UX,,0,0,Senior Support Manager
5842,,,Panama,,HP UX,,0,0,Senior Support Manager
5860,,,Costa Rica,,Functional Automation,,0,0,Senior Manager
5728,,,India,,"HP UX,Gear Design",,0,0,Senior Test Lead
5789,,,Brazil,,HP UX,,0,0,Senior Support Manager
5748,,,United States,,HP UX,,0,0,Functional Consultant
5752,,,United States,,HP UX,,0,0,Functional Consultant
5306,,,India,,"iOS,Android,Java",,0,0,Software Developer
5778,,,Egypt,,HP UX,,0,0,Management Consultant I
5769,,,Mexico,,HP UX,,0,0,Management Consultant I
5806,,,Colombia,,HP UX,,0,0,Sr. Management Consultant I
4882,,Manila,Philippines,,"Mongo DB,Spring Boot,Java",IBM Rhapsody,0,0,Software Developer
5703,,,India,,"Microservices,React.js,Java",,0,0,Analyst
5704,,,Switzerland,,"Microservices,React.js,Java",,0,0,Analyst
5565,,,Poland,,India Taxation,,0,0,Contract retainer
5733,,,India,,"Microservices,React.js,Java",,0,0,Development Lead
5697,,,United Kingdom,,"Microservices,Node.js,Amazon Web Services (AWS),Java",,0,0,Analyst
5691,,,Poland,,"Microservices,React.js,Java",,0,0,Analyst
5487,,,Bulgaria,,"iOS,Android,Java",,0,0,Analyst
5709,,,Germany,,"Microservices,Vue JS,Java",,0,0,Lead Consultant
5265,,,Ireland,,"Customer Focus,Data Analytics And Business Intelligence,Billing/Invoicing,Accounting/Month End Activities",,0,0,Associate
5514,,,Malaysia,,"iOS,Android,Java",,0,0,Analyst
5505,,,Germany,,"iOS,Android,Java",,0,0,Analyst
53651,,Vijayawada,India,"SeniorAdministrator - Monitoring Tools, Event Monitoring","Monitoring Tool - Others,Event Monitoring,IT Support Monitoring,Contact Center Operations,Job/Batch Scheduling,Computer Network Operations",,0,0,Technical Specialist
56019,,Madurai,India,Workday Lead Technical Consultant - EIB,"Workday (Technical) - Workday Studio,Workday Enterprise Interface Builder (EIB)",,0,0,Senior Technical Lead
58112,,DPO-North Irela,United Kingdom,Trainee - Voice Operations (DPO),"Voice and Accent,Learning Agility",,0,0,Customer Service Represntative
55910,,Madurai,India,"Apache Spark Technical Lead - Scala, Python","Python,Apache Spark,Scala",,0,0,Technical Lead
581128,,DPO-North Irela,United Kingdom,Trainee - Voice Operations (DPO),"Voice and Accent,Learning Agility",,0,0,Customer Service Represntative
24833,,Noida,India,,English,,0,0,
77917,,Hyderabad,India,,"MAC,Windows PC",,0,0,Specialist
77455,,Lucknow,India,,"Microsoft Windows,ARABIC,English",,0,0,Analyst
15813,,Chennai,India,,"Python,Data Science,Microsoft PowerBI",,0,0,
77520,,Noida,India,,"ISO 27001:2005/ISMS,Governance/Risk & Compliance (Cybersec),Risk & Compliance",,0,0,Associate
28962,,Bengaluru,India,,ATE probe card,Load board Design,0,0,
77733,,Chennai,India,,"Microsoft Windows,English,French",,0,0,Senior Specialist
16333,,Bengaluru,India,,"React.js,Java Full Stack,Devops",,0,0,
77735,,Rabat,Morocco,,"Microsoft Windows,English,French",,0,0,Senior Specialist
76940,,Noida,India,,"Software-Defined Networking Wide Area Network (SD-WAN),Cisco Unified Wireless Networking,Network LAN/WAN mgmt",Wireless Networking,0,0,Senior Specialist
60324,,Noida,India,,"Verbal Communication,Outcome Orientation,Written Communication,Customer Satisfaction Management,Technical diagnosis and troubleshooting",Customer Service Support,0,0,Analyst
7766191,,Noida,India,,Cisco Customer Voice Portal (CVP),,0,0,Senior Project Manager
66165,,Noida,India,,"Red Hat Cluster,Red Hat Satellite,Red Hat Enterprise Linux","LINUX AWS,Oracle Cloud Infrastructure (OCI)",0,0,Senior Specialist
17188,,Pune,India,,"Python,Snowflake,Data Build Tool (DBT),MS SQL",,0,0,
77739,,Chennai,India,,"Access/Rights Management Tool - Others,Microsoft Windows",,0,0,Domain\Technical Architect
776612,,Noida,India,,Cisco Customer Voice Portal (CVP),,0,0,Senior Project Manager
7070707,Maharastra,Pune,India,Administrator (Support & Operations),"Java,J2EE,Spring Boot",,0,0,Tech Lead
ERS__ERS__2025__2586566,,Chennai,India,,Embedded Networking,"IDS,IPS,Network Security,",0,0,SR. SUPPORT ENGINEER
ERS__ERS__2024__2454797,,Chennai,India,,CAA,"CATIA,VBScript,C++,PLM-Software Lifecycle Management,3DEXPERIENCE Platform Fundamentals,",0,0,Senior Developer
TEST__TEST__2025__0000005,,Bengaluru,India,,Functional Testing,,0,0,Test Lead
TEST__TEST__25__0005,,Bengaluru,India,,"React,NextJS,TailwindCSS",,0,0,Senior Frontend Developer
DEMO__Java__02,,Noida,India,,"Java,J2EE,SpringBoot",,0,0,Technical Architect
1437,,Noida,India,,"SQL,Python,Amazon Glue",,0,0,AWS Data Engineer
3386,,,China,,"Full Stack - Java,DevOps Solutions,React.js",Talend MDM,0,0,"Full Stack Java Technical Lead with DevOps, React"
5258,,Noida,India,,"spring boot,Python,Java",,0,0,"Senior Developer with Spring boot, python, java"
4872,,,Türkiye,,"SQL,Python,Amazon Glue",Talend MDM,0,0,AWS Data Engineer
4889,,,Türkiye,,"SQL,Google Dataflow,Google BigQuery",Talend MDM,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
4767,,,Israel,,,,0,0,Analyst - Voice
4579,,,Japan,,IBM MDM,"Greenplum,Jive",0,0,Senior Program Director
3533,,,China,,"Full Stack - Java,DevOps Solutions,React.js",Terraform,0,0,"Full Stack Java Technical Lead with DevOps, React"
3519,,,Italy,,"SQL,Google Dataflow,Google BigQuery",Quest,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
4407,,,Saudi Arabia,,"SQL,Google Dataflow,Google BigQuery",SAFe- Agile SW Engineering (ASE),0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
3529,,,Panama,,"React,Javascript,CSS",,0,0,"Developer with javascript,react,css Panama"
3963,,Noida,India,,"Full Stack - Java,DevOps Solutions,React.js",,0,0,"Full Stack Java Technical Lead with DevOps, React"
3977,,Noida,India,,"SQL,Azure Data Factory (ADF)","AWS PaaS,SAFe- Agile SW Engineering (ASE)",0,0,Azure Data Engineer
3958,,Noida,India,,"SQL,Python,Amazon Glue","Agile-Scrum (Digital),IBM MDM,Terraform,DevOps-API_TeamCity,Quest,Pega,Jive",0,0,AWS Data Engineer
3987,,Noida,India,,"SQL,Python,Amazon Glue",DevOps-API_TeamCity,0,0,AWS Data Engineer
3621,,Noida,India,,"Angular,Springboot,Java",Talend MDM,0,0,Full Stack Java Senior Architect with Angular
3940,,,India,,"Angular,Springboot,Java",,0,0,"Front End Technical Lead - Angular, Javascript, HTML/CSS"
4263,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",,0,0,AWS Data Lead
4038,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Technical Lead with React, Full Stack - Java, Angular"
4271,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",SQL Server,0,0,AWS Data Lead
4303,,,Italy,,"SQL,Informatica MDM,Oracle PL/SQL,Python",MySQL,0,0,Informatica MDM Lead
4727,,,Thailand,,,,0,0,Analyst - Voice
4702,,,South Africa,,"Kotlin,Java",AWS PaaS,0,0,Kotlin Senior Developer with Java
4529,,,Chile,,"SQL,Google Dataflow,Google BigQuery",AWS PaaS,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
4645,,,Poland,,Agile-Scrum (Digital),Talend MDM,0,0,Senior Program Director
4786,,,Japan,,"Full Stack - Java,DevOps Solutions,React.js",Terraform,0,0,"Full Stack Java Technical Lead with DevOps, React"
4563,,,Costa Rica,,"SQL,Azure Data Factory (ADF)",SAFe- Lean Portfolio Mgt (LPM),0,0,Azure Data Engineer
4576,,,Malaysia,,"SQL,Azure Data Factory (ADF)",SAFe- Lean Portfolio Mgt (LPM),0,0,Azure Data Engineer
4885,,,United States,,Java,,0,0,Senior Program Director
5138,,Noida,India,,"React,Angular,Java",Full Stack - Java,0,0,"Senior Technical Lead with react,angular,java"
4969,,Noida,United States,,"SQL,Azure Data Factory (ADF)",SAFe- Agile SW Engineering (ASE),0,0,Azure Data Engineer
5089,,Noida,India,,"Unix Shell Scripting,PL/SQL,Informatica",,0,0,"Developer with Unix Shell Scripting, Informatica, PL/SQL"
5008,,Noida,India,,,,0,0,Consulting Partner
5053,,Noida,India,,"Unix Shell Scripting,PL/SQL,Informatica",,0,0,"Developer with Unix Shell Scripting, Informatica, PL/SQL"
5226,,Noida,India,,DevOps-API_Apache Ant,SAFe- Lean Portfolio Mgt (LPM),0,0,Shift Lead
5148,,,India,,,,0,0,Associate Finance - AP/Banking
2970,,Noida,India,,"SQL,Azure Data Factory (ADF)",DevOps-API_TeamCity,0,0,Azure Data Engineer
5021,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Senior Technical Lead with React, Full Stack - Java, Angular"
5020,,Noida,India,,,,0,0,EnterpriseSolution Architect(Consulting)
5144,,,India,,"SQL,DevOps Solutions,Python,Amazon Glue",,0,0,AWS Senior Data Engineer
3411,,,Morocco,,"Full Stack - Java,DevOps Solutions,React.js",Agile-Scrum (Digital),0,0,"Full Stack Java Technical Lead with DevOps, React"
5398,,Noida,India,,"Agile methodology,Program Management",DevOps-API_TeamCity,0,0,Senior Program Manager with Agile
4793,,Noida,India,,"SQL,Azure Databricks,Azure Data Factory (ADF),Oracle PL/SQL,Python",IBM MDM,0,0,Azure Data Lead
5414,,,India,,"C#,ASP.Net,.Net",,0,0,"Developer with .net,asp.net,c#"
1465,,Noida,India,,"SQL,DevOps Solutions,Python,Amazon Glue",,0,0,AWS Senior Data Engineer
3076,,Noida,India,,"SQL,Azure Data Factory (ADF)",,0,0,Azure Data Engineer
5384,,,United Kingdom,,"Kotlin,Java",,0,0,Kotlin Senior Developer with Java
5232,,Noida,India,,"React,Angular,Java",,0,0,"Developer with react,angular,java"
4811,,,United States,,"SQL,Azure Databricks,Azure Data Factory (ADF),Oracle PL/SQL,Python",Talend MDM,0,0,Azure Data Lead
3279,,,Netherlands,,"aras plm,Javascript,PL/SQL",,0,0,"Developer with javascript,PL/SQL,aras plm Netherlands"
3297,,,Switzerland,,"React,Javascript,CSS",,0,0,"Developer with javascript,react,css Switzerland"
DFS__DFS__2025__2660366,,Noida,India,,SAP BASIS,,0,0,SPECIALIST
3338,,Noida,India,,"SQL,Azure Databricks,Azure Data Factory (ADF),Oracle PL/SQL,Python",Talend MDM,0,0,Azure Data Lead
4973,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",Terraform,0,0,AWS Senior Data Lead
3257,,,Australia,,"aras plm,Javascript,PL/SQL",,0,0,"Developer with javascript,PL/SQL,aras plm Australia"
5199,,,United States,,"iOS,Android,Java",,0,0,"Developer ios,android,java"
1394,,,India,,"iOS,Android,Java",,0,0,"Developer ios,android,java"
4884,,,United Kingdom,,"Product Support (L1-L2-L3),Database Support",GCP Operations Suite,0,0,Administrator - Database Support
1953,,,China,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
1854,,,Lithuania,,"Microservices,Vue JS,Java",Gear Design,0,0,"Developer Java, Microservices, VueJS"
5164,,,United Kingdom,,"iOS,Android,Java",,0,0,"Developer ios,android,java"
2344,,,Taiwan,,"Devops,Full stack - java,Spring Boot",,0,0,Full Stack Java Tech Architect (DevOps)
2057,,,Netherlands,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
1966,,,Spain,,"Microservices,React.js,Java",Gear Design,0,0,"Developer Java, Microservices,React.js"
5219,,Jakarta,Indonesia,,"iOS,Android,Java",,0,0,"Developer ios,android,java"
5736,,,India,,"C++,C#,.NET",,0,0,Associate
5737,,,India,,"Microservices,React.js,Java",,0,0,Lead Consultant
5822,,,Panama,,HP UX,,0,0,Sr. Management Consultant I
5239,,,Spain,,HP UX,,0,0,Management Consultant I
5447,,,India,,"Communication Skills,Microservices,Java,Interpersonal Effectiveness",,0,0,Development  Lead
5257,,,Slovakia,,"Customer Focus,Data Analytics And Business Intelligence,Billing/Invoicing,Accounting/Month End Activities",,0,0,Associate
5256,,,Romania,,"Voice and Accent,Learning Agility",,0,0,Process Associate
5820,,,Colombia,,HP UX,,0,0,Sr. Management Consultant I
5533,,,Thailand,,"Microservices,React.js,Java",,0,0,Senior Technical Lead
5801,,,Brazil,,HP UX,,0,0,Sr. Management Consultant I
5292,,,India,,"Functional Automation,HP PPM",Implementation-End Point,0,0,Associate
5783,,,Brazil,,HP UX,,0,0,Associate
5714,,,Australia,,"Microservices,React.js,Java",,0,0,Analyst
5323,,,India,,"iOS,Android,Java",,0,0,Development Lead
5558,,,Luxembourg,,HP UX,,0,0,Contract retainer
5645,,,Czech Republic,,HP UX,,0,0,Enterprise Architect II
5622,,Jakarta,Indonesia,,HP UX,,0,0,Enterprise Architect II
5772,,,India,,HP UX,,0,0,Lead Associate
5539,,,Taiwan,,"Microservices,React.js,Java",,0,0,Senior Technical Lead
5742,,Taguig,Philippines,,"Communication Skills,Information Technology Infrastructure Library (ITIL),Budget and Financial Management,Action Management",,0,0,Senior Team Lead
