id,state,city,country,job_title,primary_skills,secondary_skills,experience_lower,experience_upper,designation
4680,,,Sri Lanka,,"Kotlin,Java",AWS PaaS,0,0,Kotlin Senior Developer with Java
3574,,Noida,India,,"SQL,Google Dataflow,Google BigQuery,Python",AWS PaaS,0,0,"Functional lead- Oracle EBS Supply Chain Functional- OM, Inv, PO"
3697,,,India,,"Selenium,Python",,0,0,"Automation Tester with python,selenium"
3585,,Noida,India,,"Springboot,DevOps Solutions,Java",,0,0,Full Stack Java Senior Technical Lead with  DevOps
4712,,Taguig,Philippines,,"SQL,Google Dataflow,Google BigQuery",DevOps-API_TeamCity,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
3716,,Noida,India,,"Angular,Springboot,Java",AWS PaaS,0,0,Full Stack Java Senior Architect with Angular
3912,,Noida,India,,"SQL,Azure Data Factory (ADF)","Full Stack - Java,C++ programming",0,0,Azure Data Engineer
3555,,Noida,India,,"SQL Server Reporting (SSRS),Microsoft SSIS,SQL Server",AWS PaaS,0,0,Scrum Specialist with business analysis
3909,,,India,,"Springboot,DevOps Solutions,Java",,0,0,Full Stack Java Senior Technical Lead with  DevOps
3709,,,United States,,"SQL,Google Dataflow,Google BigQuery",,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
3502,,,France,,"SQL,Google Dataflow,Google BigQuery",Talend MDM,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
3503,,,France,,"SQL,Google Dataflow,Google BigQuery",Acquia,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
3706,,Noida,India,,"spring boot,REST,Java",,0,0,"Developer with Spring boot, REST, Java"
3980,,,United States,,"SQL,Python,Amazon Glue",,0,0,AWS Data Engineer
4121,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",SQL Server,0,0,AWS Data Lead
4216,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Technical Lead with React, Full Stack - Java, Angular"
4065,,Noida,India,,"Full Stack - .NET,Angular,ASP.Net MVC",DevOps-API_TeamCity,0,0,Microsoft Full Stack Architect with Angular
4111,,Noida,India,,"SQL,Azure Data Factory (ADF)","DevOps-API_Apache Ant,DevOps-API_TeamCity",0,0,Azure Data Engineer
4103,,Noida,India,,"SQL,Azure Data Factory (ADF)","DevOps-API_Apache Ant,DevOps-API_TeamCity",0,0,Azure Data Engineer
4426,,,Thailand,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",AWS PaaS,0,0,AWS Senior Data Lead
4386,,Noida,India,,"HTML/CSS,Web Development_Javascript,AEM",IBM MDM,0,0,"AEM Senior Developer with Javascript, html/css"
4339,,Noida,India,,"SQL,IBM Infosphere Datastage Suite",SAFe- Agile SW Engineering (ASE),0,0,Datastage Engineer
4537,,,Peru,,"SQL,Google Dataflow,Google BigQuery",AWS PaaS,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
4904,,Noida,India,,"React,Angular,Java",Digital - Analytics_Splunk,0,0,"Developer with react,angular,java"
4910,,,United States,,"SQL,IBM Infosphere Datastage Suite",SAFe- Agile SW Engineering (ASE),0,0,Datastage Engineer
4566,,,Panama,,"SQL,Azure Data Factory (ADF)",SAFe- Lean Portfolio Mgt (LPM),0,0,Azure Data Engineer
4775,,,Sri Lanka,,"Angular,Springboot,Java",Agile-Scrum (Digital),0,0,Full Stack Java Senior Architect with Angular
5031,,Noida,India,,"MySQL,ASP.Net,MVC,.Net",,0,0,"Technical Lead with .Net, MySQL, ASP.Net, MVC"
5077,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Senior Developer with React, Full Stack - Java, Angular"
5040,,Noida,India,,"React,Angular,Java",,0,0,"Senior Developer with react,angular,java"
4750,,,Romania,,"Full Stack - .NET,Angular,ASP.Net MVC",,0,0,Microsoft Full Stack Architect with Angular
5140,,Noida,India,,Bus. Process-Healthcare,,0,0,Business Specialist with Bus. Process-Healthcare
4444,,,Australia,,"SQL,Azure Data Factory (ADF)",IBM MDM,0,0,Azure Data Engineer
5242,,Noida,India,,"C++,Python,Java",,0,0,"Developer with python,c++,java"
5126,,,India,,"React,Angular,Java",Agile-Scrum (Digital),0,0,"Developer with react,angular,java"
3294,,,Colombia,,"Full Stack - Java,DevOps Solutions,React.js",Talend MDM,0,0,"Full Stack Java Technical Lead with DevOps, React"
3135,,,Norway,,"Selenium,Agile methodology",,0,0,Automation Tester with Selenium Norway
4491,,,Hungary,,"Full Stack - .NET,Angular,ASP.Net MVC",,0,0,Microsoft Full Stack Architect with Angular
5090,,Noida,India,,"React,Angular,Java",Finacle,0,0,"Developer with react,angular,java"
3541,,,United Kingdom,,"SQL,Azure Databricks,Azure Data Factory (ADF),Oracle PL/SQL,Python",IBM MDM,0,0,Azure Data Lead
3722,,Noida,India,,"SQL,Azure Data Factory (ADF)",SAFe- Agile SW Engineering (ASE),0,0,Azure Data Engineer
3255,,Jakarta,Indonesia,,"CAD Design Skills,Javascript,Jquery",,0,0,"Designer with javascript,CAD Design Skills,Jquery Indonesia"
4776,,,United States,,"SQL,Azure Data Factory (ADF)",SAFe- Lean Portfolio Mgt (LPM),0,0,Azure Data Engineer
3344,,Noida,India,,"SQL,Python,Amazon Glue","IBM MDM,Agile-Scrum (Digital)",0,0,AWS Data Engineer
1327,,Noida,India,,"SQL,Azure Data Factory (ADF)",,0,0,Azure Data Engineer
5399,,Noida,India,,"Agile methodology,Program Management",DevOps-API_TeamCity,0,0,Senior Program Manager with Agile
3256,,,Germany,,"React,Javascript,CSS",,0,0,"Developer with javascript,react,css Germany"
3203,,Noida,India,,"Angular,Springboot,Java",AWS PaaS,0,0,Full Stack Java Senior Architect with Angular
4587,,,Viet Nam,,"Angular,Springboot,Java",,0,0,Full Stack Java Senior Architect with Angular
5348,,,Canada,,"C++,Python,Java",,0,0,"Senior Developer with python,c++,java"
4623,,,Viet Nam,,,,0,0,Senior Program Director
5334,,,Denmark,,"Springboot,DevOps Solutions,Java",AWS PaaS,0,0,Full Stack Java Senior Technical Lead with  DevOps
4495,,,Ireland,,"Full Stack - .NET,Angular,ASP.Net MVC",,0,0,Microsoft Full Stack Senior Architect with Angular
3307,,,Viet Nam,,"aras plm,Javascript,PL/SQL",,0,0,"Developer with javascript,PL/SQL,aras plm Vietnam"
4659,,,Australia,,,,0,0,Senior Program Director
3336,,,Bulgaria,,"Full Stack - Java,DevOps Solutions,React.js",IBM MDM,0,0,"Full Stack Java Technical Lead with DevOps, React"
4527,,,Japan,,"Angular,Springboot,Java",Agile-Scrum (Digital),0,0,Full Stack Java Senior Architect with Angular
4691,,,Singapore,,"Kotlin,Java",AWS PaaS,0,0,Kotlin Senior Developer with Java
1778,,,India,,"C#,Angular,.NET",C++,0,0,"Senior Developer .net,c#,angular"
5174,,,United Kingdom,,HP UX,,0,0,Senior Process Associate
1575,,,India,,HP UX,IBM Rhapsody,0,0,CS - Presales Head
2048,,,Czech Republic,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
1399,,,India,,"Mongo DB,Hibernate,Spring Framework,Java",Functional Automation,0,0,"Tech Lead Java, Spring, Hibernate"
3924,,,Australia,,"RESTful API,Angular JS,JavaScript,ServiceNow",,0,0,"Engineer-SNOWAdmin/Supp,JavaScript"
2104,,,Poland,,"Microservices,React.js,Java",,0,0,"Developer Java, Microservices,React.js"
5261,,,Hungary,,"Customer Focus,Data Analytics And Business Intelligence,Billing/Invoicing,Accounting/Month End Activities",,0,0,Associate
5864,,,Portugal,,HP UX,,0,0,Associate
5817,,,Panama,,Functional Automation,,0,0,Senior Manager
5837,,Buenos Aires,Argentina,,HP UX,,0,0,Senior Support Manager
5839,,,Guatemala,,HP UX,,0,0,Senior Support Manager
5847,,,Mexico,,HP UX,,0,0,Senior Process Trainer
5844,,,Mexico,,HP UX,,0,0,Manager
5729,,,Japan,,"Microservices,Node.js,Amazon Web Services (AWS),Java",,0,0,Associate
5536,,,Viet Nam,,"Microservices,React.js,Java",,0,0,Senior Technical Lead
5518,,,United States,,"iOS,Android,Java",,0,0,Analyst
5804,,,Costa Rica,,HP UX,,0,0,Sr. Management Consultant I
5713,,Dubai,United Arab Emirates,,"Microservices,Node.js,Amazon Web Services (AWS),Java",,0,0,Associate
5785,,,India,,"C#,Angular,.NET",,0,0,Software Developer
5568,,,India,,"Oracle Java Cloud Service,IBM Rhapsody",,0,0,Scholar
5657,,,Sri Lanka,,Gear Design,,0,0,Contract retainer
4054,,,Saudi Arabia,,"RESTful API,Angular JS,JavaScript,ServiceNow",,0,0,Analyst
5538,,,China,,"Microservices,React.js,Java",,0,0,Senior Technical Lead
5483,,,Czech Republic,,"iOS,Android,Java",,0,0,Analyst
5479,,,Denmark,,"iOS,Android,Java",,0,0,Analyst
5773,,,India,,Functional Automation,,0,0,Senior Manager
5545,,,Israel,,"Microservices,React.js,Java",,0,0,Senior Technical Lead
5743,,,Canada,,"C++,Java,Python",,0,0,Senior Software Engineer
5331,,,Chile,,"JavaScript,React.js,Java",,0,0,Senior ERP Specialist
5746,,,United States,,HP UX,,0,0,Analyst
5732,,,India,,"Microservices,React.js,Java",,0,0,Development Lead
5726,,,India,,"Microservices,React.js,Java",,0,0,Associate
5708,,,United States,,"Microservices,React.js,Java",,0,0,Senior Analyst
5576,,,Guatemala,,"Microservices,Vue JS,Java",,0,0,Associate
5711,,,Australia,,"iOS,Android,Java",,0,0,Project Lead
5534,,Dubai,United Arab Emirates,,"Microservices,React.js,Java",,0,0,Senior Technical Lead
5443,,,Egypt,,"Microservices,React.js,Java",,0,0,Senior ERP Specialist
51258,,Chennai,India,,"Linux,C++,Embedded Networking",,0,0,Senior Technical Lead
43831,,Noida,India,,SAP Finance and Costing,,0,0,
78379,,Lucknow,India,,Azure Active Directory,,0,0,Specialist
78391,,Madurai,India,,Sharepoint O365,,0,0,Specialist
77624,,California,United States,,Citrix Server,,0,0,Senior Technical Manager
77606,,Chennai,India,,"Microsoft Windows,ARABIC,English",Service Desk,0,0,Senior Specialist
77447,,Noida,India,,Azure Active Directory,,0,0,Senior Analyst
77724,,Rabat,Morocco,,"AMT Asset Management Software,Desk Side Services,Hardware Asset Management,MAC Hardware Mgmt,Hardware Mgmt - Printers,Windows PC",,0,0,Technical Operations Manager
77529,,Krakow,Poland,,"Microsoft Windows,English,German",,0,0,Senior Specialist
77517,,Rabat,Morocco,,"Service Desk,English",,0,0,Senior Engineer
29961,,Chennai,India,,Analog Circuit Design,,0,0,
78390,,Nagpur,India,,Sharepoint O365,,0,0,Specialist
776619,,Noida,India,,Cisco Customer Voice Portal (CVP),,0,0,Senior Project Manager
77701,,Bengaluru,India,,"CA Service Desk Manager,BMC Remedy Action Request System,ServiceNow,Asset Management",,0,0,Group Manager
6559,,,India,,HP UX,,0,0,Trainee
DBS-__DBS-__2025__2636620,,Bengaluru,India,,EDI,"SAP Int.-EDI(Gentran/Sterling/SeeBurger),Sterling Integrator,XML,",0,0,Technical Lead
1000,,Nagpur,India,,"CAD Design Skills,Javascript,Jquery",,0,0,"Design Lead with javascript,CAD Design Skills,Jquery"
3281,,,New Zealand,,"React,Javascript,CSS",,0,0,"Developer with javascript,react,css New Zealand"
4531,,,Brazil,,"SQL,Google Dataflow,Google BigQuery",AWS PaaS,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
3023,,Noida,India,,"Springboot,DevOps Solutions,Java",DevOps-API_Apache Ant,0,0,Senior Developer with Oracle PL/SQL
3515,,Noida,India,,"SQL,Python,Amazon Glue",,0,0,AWS Data Engineer
3303,,,South Africa,,"aras plm,Javascript,PL/SQL",,0,0,"Developer with javascript,PL/SQL,aras plm South Africa"
4546,,,Colombia,,IBM MDM,Talend MDM,0,0,Analyst - Voice
4436,,,United States,,"SQL,Azure Data Factory (ADF)",DevOps-API_TeamCity,0,0,Azure Data Engineer
4524,,,Hong Kong,,"Angular,Springboot,Java",Agile-Scrum (Digital),0,0,Full Stack Java Senior Architect with Angular
4683,,,Korea (the Republic of),,"Kotlin,Java",AWS PaaS,0,0,Kotlin Senior Developer with Java
4684,,,Sri Lanka,,SAFe- Lean Portfolio Mgt (LPM),Terraform,0,0,Senior Program Director
3880,,Noida,India,,"SQL,Python,Amazon Glue","MySQL,Amazon DynamoDB,Terraform",0,0,AWS Data Engineer
3876,,Bengaluru,India,,"Cucumber,Selenium,Java",,0,0,"Automation Tester with cucumber,selenium,java"
3741,,,India,,"Cucumber,Selenium,Java",,0,0,"Automation Tester with cucumber,selenium,java"
5238,,Noida,India,,"spring boot,REST,Java",,0,0,"Developer with Spring boot, REST, Java"
3936,,Noida,India,,"SQL,Informatica MDM,Oracle PL/SQL,Python",AWS PaaS,0,0,Informatica MDM Lead
4096,,Noida,India,,"SQL,Azure Data Factory (ADF)","DevOps-API_Apache Ant,DevOps-API_TeamCity",0,0,Azure Data Engineer
4290,,,Finland,,"SQL,Informatica MDM,Oracle PL/SQL,Python",MySQL,0,0,Informatica MDM Lead
4229,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Technical Lead with React, Full Stack - Java, Angular"
4256,,Noida,India,,"SQL Server Reporting (SSRS),Microsoft SSIS,SQL Server",,0,0,"Technical Lead with Microsoft SSIS,SQL Server Reporting (SSRS),sql server"
4397,,,Austria,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",Agile-Scrum (Digital),0,0,AWS Senior Data Lead
4219,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Technical Lead with React, Full Stack - Java, Angular"
4215,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Technical Lead with React, Full Stack - Java, Angular"
4221,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Technical Lead with React, Full Stack - Java, Angular"
4441,,,Romania,,"AWS PaaS,Kofax Total Agility",Agile-Scrum (Digital),0,0,Intern
4487,,Buenos Aires,Argentina,,"Greenplum,Jive",IBM MDM,0,0,Senior Program Director
4515,,,Costa Rica,,"Angular,Springboot,Java",Agile-Scrum (Digital),0,0,Full Stack Java Senior Architect with Angular
4509,,,Peru,,IBM MDM,"Greenplum,Jive",0,0,Senior Program Director
4457,,,Guatemala,,"SQL,Azure Data Factory (ADF)",,0,0,Azure Data Engineer
4763,,,Slovakia,,IBM MDM,DevOps-API_TeamCity,0,0,Analyst - Voice
4766,,,Norway,,IBM MDM,DevOps-API_TeamCity,0,0,Analyst - Voice
4770,,,Romania,,IBM MDM,DevOps-API_TeamCity,0,0,Analyst - Voice
4821,,,Costa Rica,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",SAFe- Lean Portfolio Mgt (LPM),0,0,AWS Senior Data Lead
4868,,,Germany,,"Angular,Springboot,Java",Terraform,0,0,Full Stack Java Senior Architect with Angular
4803,,Noida,India,,"SQL,Azure Databricks,Azure Data Factory (ADF),Python",SAFe- Lean Portfolio Mgt (LPM),0,0,Azure DevOps Senior Administrator
5247,,,India,,AWS PaaS,Agile-Scrum (Digital),0,0,PMO Associate
3009,,Noida,India,,"SQL,Azure Databricks,Azure Data Factory (ADF),Oracle PL/SQL,Python",Quest,0,0,Azure Data Lead
3755,,,India,,"SQL,Python,Amazon Glue",AWS PaaS,0,0,AWS Data Engineer
4988,,Noida,India,,"C#,C++,Python",,0,0,"Developer with c#,python,c++"
4975,,Noida,India,,"Kofax Total Agility,Agile-Scrum (Digital)",AWS PaaS,0,0,Senior Program Director
3727,,Noida,India,,"SQL,Google Dataflow,Google BigQuery",,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
4962,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Senior Developer with React, Full Stack - Java, Angular"
5047,,Noida,India,,"spring boot,Python,Java",,0,0,"Developer with Spring boot, python, java"
1341,,,India,,"Microservices,VueJS,Java",,0,0,BTP Testing for FTE with Re Hire Checks Automation
3629,,Noida,India,,"SQL,Python,Amazon Glue","MySQL,Full Stack - Java,DevOps-API_TeamCity",0,0,AWS Data Engineer
3786,,Noida,India,,"SQL,Python,Amazon Glue",AWS PaaS,0,0,AWS Data Engineer
5356,,Noida,India,,"Angular,.Net,SQL Server",,0,0,"Senior Developer with .net,angular,sql server"
5382,,,Mexico,,"C++,Python,Java",Terraform,0,0,"Senior Developer with python,c++,java"
3450,,,Australia,,"Selenium,Agile methodology",,0,0,"Automation Tester with Selenium, TP, Australia"
4795,,,United States,,"SQL,Azure Databricks,Azure Data Factory (ADF),Oracle PL/SQL,Python",IBM MDM,0,0,Azure Data Lead
3233,,,Brazil,,"React,Javascript,CSS",,0,0,"Developer with javascript,react,css Brazil"
4783,,Noida,India,,"SQL,Azure Data Factory (ADF)",SAFe- Lean Portfolio Mgt (LPM),0,0,Azure Data Engineer
3188,,,Angola,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue","DevOps-API_Apache Ant,IBM MDM",0,0,AWS Data Lead
3138,,,Chile,,"SQL,Azure Data Factory (ADF)",,0,0,Azure Data Engineer Chile
5354,,Noida,India,,"SQL,Azure Data Factory (ADF)","SAFe- Agile SW Engineering (ASE),DevOps-API_Apache Ant",0,0,Azure Data Engineer
3329,,,Oman,,"aras plm,Javascript,PL/SQL",,0,0,"Developer with javascript,PL/SQL,aras plm Oman"
5282,,,Portugal,,"SQL,Azure Databricks,Azure Data Factory (ADF),Python",,0,0,Azure DevOps Senior Administrator
4693,,,Korea (the Republic of),,"Angular,Springboot,Java",Kofax Total Agility,0,0,Full Stack Java Senior Architect with Angular
4723,,,Sweden,,"SQL,Python,Amazon Glue",Talend MDM,0,0,AWS Data Engineer
DFS__DFS__2025__2577397,,Lucknow,India,,SAP BASIS,,0,0,Technical Specialist
DFS__DFS__2025__2577442,,Lucknow,India,,SAP BASIS,,0,0,ASSOCIATE CONSULTANT
1408,,,India,,"Software Testing,Obsolete - Python,Jira",,0,0,Senior Automation Test Lead Python
2056,,,Hong Kong,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
2385,,,Hong Kong,,"Microservices,Vue JS,Java",Functional Automation,0,0,"Developer Java, Microservices, VueJS"
2402,,,United Kingdom,,"Microservices,Vue JS,Java",Functional Automation,0,0,"Developer Java, Microservices, VueJS"
2047,,,Bulgaria,,"Microservices,Node.js,Amazon Web Services (AWS),Java",MySQL,0,0,"Tech lead Java, Node.js, Microservices"
1939,,,Angola,,"Microservices,React.js,Java",Google Bigtable,0,0,"SrDeveloper Java, Microservices,React.js"
5654,,,Hong Kong,,Gear Design,,0,0,Enterprise Architect II
5865,,,United Kingdom,,HP UX,,0,0,Associate
5624,,,China,,HP UX,,0,0,Enterprise Architect II
5868,,,Germany,,HP UX,,0,0,Analyst
5815,,,Guatemala,,HP UX,,0,0,Senior Manager
5799,,,Panama,,Gear Design,,0,0,Contract retainer
5819,,,Guatemala,,HP UX,,0,0,Sr. Management Consultant I
5846,,,Canada,,HP UX,,0,0,Senior Process Trainer
5857,,,Canada,,Functional Automation,,0,0,Manager
5856,,,Colombia,,HP UX,,0,0,Analyst
5501,,,Belgium,,"iOS,Android,Java",,0,0,Analyst
5830,,,Panama,,HP UX,,0,0,Associate
5659,,,Portugal,,HP UX,,0,0,Enterprise Architect II
5767,,,Canada,,HP UX,,0,0,Contract retainer
2352,,,Oman,,"Devops,Full stack - java,Spring Boot",,0,0,Architect I
5549,,,Japan,,"Microservices,React.js,Java",,0,0,Senior Technical Lead
5454,,,India,,"C++,C#,Python",,0,0,Associate
5808,,,Mexico,,HP UX,,0,0,Sr. Management Consultant I
5716,,,Singapore,,"Cloud Testing,Network Security",,0,0,Senior Test Lead
5653,,,Germany,,"iOS,Android,Java",Functional Automation,0,0,Senior Technical Lead
5780,,,United States,,"Microservices,React.js,Java",,0,0,Analyst
5798,,,India,,Functional Automation,,0,0,Associate
5640,,,Angola,,HP UX,,0,0,Contract retainer
5665,,,Russian Federation,,HP UX,,0,0,Enterprise Architect II
5617,,,Thailand,,HP UX,,0,0,Enterprise Architect II
5692,,,Sri Lanka,,"Microservices,React.js,Java",,0,0,Analyst
5740,,,United Kingdom,,"iOS,Android,Java",,0,0,Project Lead
5722,,,Portugal,,"Microservices,React.js,Java",,0,0,Lead Consultant
5494,,,Russian Federation,,"iOS,Android,Java",,0,0,Analyst
5497,,,France,,"iOS,Android,Java",,0,0,Analyst
5689,,,Germany,,"HTML,JavaScript,React.js",,0,0,Senior Software Developer
20504,,,India,,C++,,0,0,
5695,,,United Kingdom,,"iOS,Android,Java",,0,0,Software Engineer
5527,,,India,,"iOS,Android,Java",,0,0,Analyst
48659,,,United States,,"High Voltage And Low Power Analog Design,UC and UP Based Design",,0,0,Lead Designer
55950,,Madurai,India,Pega Technical Lead,Pega,,0,0,Technical Lead
581127,,DPO-North Irela,United Kingdom,Trainee - Voice Operations (DPO),"Voice and Accent,Learning Agility",,0,0,Customer Service Represntative
42867,,,India,,Program Management,,0,0,
56447,,Noida,India,,"React.js,Microservices,Java",Cisco Tidal Enterprise Scheduler,0,0,Senior Software Developer
77538,,Lucknow,India,,Hardware Asset Management,,0,0,Specialist
67775,,Chennai,India,,Security Testing/Penetration Testing,,0,0,Senior Test Lead
24925,,Chennai,India,,"Verbal Communication,FC - Transaction Monitoring,Written Communication,Developing Direct Reports and Others,FC - Sanction Screening",,0,0,
4935,,Bengaluru,India,,AS 400,,0,0,
74688,,Krakow,Poland,,"Microsoft Windows,English,German",,0,0,Senior Analyst
78382,,Lucknow,India,,Sharepoint O365,,0,0,Specialist
72943,,Chennai,India,,"Java,Saviynt",,0,0,Senior Specialist
2089,,Bengaluru,India,,"Spring Boot,Java,RESTful API",,0,0,
73774,,Noida,India,,Marketing/Presales/Sales support,,0,0,Senior Manager
72910,,Chennai,India,,"Linux,C,Embedded Networking",,0,0,Senior Technical Specialist
78108,,Massachusetts,United States,,"Disposable Plastic Design,Product Design,CAD Software",CAD Automation,0,0,Senior Designer
78037,,Chennai,India,,English,,0,0,Senior Analyst
69613,,Manila,Philippines,,"Order-to-Cash,Customer Service Support,LTC- Collections & Helpdesk",,0,0,Analyst
77650,,Trivandrum,India,,"Microsoft Windows,ARABIC,English",,0,0,Senior Analyst
76844,,Trivandrum,India,,"Microsoft Windows,ARABIC,English",,0,0,Senior Specialist
60700,,Manila,Philippines,,"Microsoft Windows,ARABIC,English",,0,0,Senior Analyst
77644,,Pune,India,,"Microsoft Windows,ARABIC,English",,0,0,Specialist
7766195,,Noida,India,,Cisco Customer Voice Portal (CVP),,0,0,Senior Project Manager
19969,,Chennai,India,,Cisco Customer Voice Portal (CVP),,0,0,
77598,,Noida,India,,Access/Rights Management Tool - Others,,0,0,Specialist
78389,,Lucknow,India,,Sharepoint O365,,0,0,Specialist
776615,,Noida,India,,Cisco Customer Voice Portal (CVP),,0,0,Senior Project Manager
TEST__TEST__25__0002,,Virginia,India,,"React,NextJS,TailwindCSS",,0,0,Tech Lead
TEST__TEST__2024__2477389,,California,USA,,ERS Sales,,0,0,Senior Regional Sales Director
3140,,,Estonia,,"Angular,HTML/CSS",,0,0,Angular Senior Developer Estonia
5264,,Noida,India,,"Spring MVC,HTML,Java",,0,0,"Technical lead with Java, Spring MVC, HTML"
5271,,,India,,"C++,Python,Java",,0,0,"Developer with python,c++,java"
4722,,,Spain,,"SQL,Python,Amazon Glue",Talend MDM,0,0,AWS Data Engineer
3458,,,Singapore,,"Full Stack - Java,DevOps Solutions,React.js",AWS PaaS,0,0,"Full Stack Java Technical Lead with DevOps, React"
2916,,Noida,India,,"SQL,Python,Amazon Glue",,0,0,AWS Data Engineer
5255,,,United States,,"React,Angular,Java",,0,0,"Developer with react,angular,java"
4143,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",SQL Server,0,0,AWS Data Lead
4416,,,China,,"SQL,Google Dataflow,Google BigQuery",Talend MDM,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
4539,,,Hong Kong,,"SQL,Google Dataflow,Google BigQuery",AWS PaaS,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
4713,,,Israel,,"SQL,Python,Amazon Glue",Talend MDM,0,0,AWS Data Engineer
4687,,,New Zealand,,Quest,IBM MDM,0,0,Senior Program Director
3887,,Noida,India,,"SQL,Azure Data Factory (ADF)","AWS PaaS,SAFe- Agile SW Engineering (ASE)",0,0,Azure Data Engineer
3920,,Noida,India,,"SQL,Azure Data Factory (ADF)","Full Stack - Java,C++ programming",0,0,Azure Data Engineer
3947,,Noida,India,,"SQL,Python,Amazon Glue","Agile-Scrum (Digital),IBM MDM,DevOps-API_Apache Ant,Amazon S3,DevOps-API_TeamCity",0,0,AWS Data Engineer
3595,,,India,,"Full Stack - Java,React,Angular",,0,0,"Developer with React, Full Stack - Java, Angular"
4141,,Noida,India,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",SQL Server,0,0,AWS Data Lead
4314,,,Costa Rica,,"SQL,Informatica MDM,Oracle PL/SQL,Python",MySQL,0,0,Informatica MDM Lead
4246,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Technical Lead with React, Full Stack - Java, Angular"
4297,,,Belgium,,"SQL,Informatica MDM,Oracle PL/SQL,Python",MySQL,0,0,Informatica MDM Lead
4205,,Noida,India,,C++,,0,0,C++ Sr. Technical Lead
4227,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Technical Lead with React, Full Stack - Java, Angular"
4040,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Technical Lead with React, Full Stack - Java, Angular"
4349,,Noida,India,,Agile-Scrum (Digital),,0,0,Analyst - Voice
4599,,,Bulgaria,,"Angular,Springboot,Java",,0,0,Full Stack Java Senior Architect with Angular
4737,,,Finland,,,,0,0,Analyst - Voice
4320,,,Sri Lanka,,"SQL,Google Dataflow,CA Erwin Data Modeler,Google BigQuery,Python",Terraform,0,0,GCP Data Engineer
4638,,,Sweden,,Agile-Scrum (Digital),Talend MDM,0,0,Senior Program Director
4575,,,Malaysia,,"SQL,Azure Data Factory (ADF)",SAFe- Lean Portfolio Mgt (LPM),0,0,Azure Data Engineer
4522,,,United States,,"Angular,Springboot,Java",Agile-Scrum (Digital),0,0,Full Stack Java Senior Architect with Angular
4536,,,Panama,,"SQL,Google Dataflow,Google BigQuery",AWS PaaS,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
4502,,,Chile,,IBM MDM,"Greenplum,Jive",0,0,Senior Program Director
4447,,Buenos Aires,Argentina,,"SQL,Snowflake,DevOps Solutions,Python,Amazon Glue",,0,0,AWS Senior Data Lead
4877,,,United States,,"SQL,Google Dataflow,Google BigQuery",Talend MDM,0,0,"Functional Lead  with Oracle ERP Cloud - AR,GL,Order Mangement, Inventory"
4558,,,Brazil,,"SQL,Azure Data Factory (ADF)",SAFe- Lean Portfolio Mgt (LPM),0,0,Azure Data Engineer
4887,,,United Kingdom,,Java,,0,0,Senior Program Director
5088,,Noida,India,,"Full Stack - Java,React,Angular",,0,0,"Developer with React, Full Stack - Java, Angular"
5033,,Noida,India,,"React,Angular,Java",,0,0,"Developer with react,angular,java"
4856,,,United Kingdom,,"Kofax Total Agility,Acquia",AWS PaaS,0,0,Analyst - Voice
5183,,Noida,India,,,,0,0,DU Head 1 (Client Specific)
5225,,,India,,Canvas (Power) Apps,Agile-Scrum (Digital),0,0,Microsoft Power Apps Architect
5251,,Noida,India,,"Spring MVC,HTML,Java",,0,0,"Senior Developer with Java, Spring MVC, HTML"
1247,,Noida,India,,QlikView,Database and Reporting,0,0,Reporting & Data Analyst
